componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,728,1746,1200,BRC0175C,Nome não encontrado
Energia,kcal,177,424,291,BRC0175C,Nome não encontrado
Umidade,g,"78,0",187,128,BRC0175C,Nome não encontrado
Carboidrato total,g,"2,20","5,27","3,62",BRC0175C,Nome não encontrado
Carboidrato disponível,g,"1,50","3,60","2,48",BRC0175C,Nome não encontrado
Proteína,g,"1,01","2,43","1,67",BRC0175C,Nome não encontrado
Lipídios,g,"18,4","44,1","30,3",BRC0175C,Nome não encontrado
Fibra alimentar,g,"0,68","1,63","1,12",BRC0175C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0175C,Nome não encontrado
Cinzas,g,"0,44","1,06","0,73",BRC0175C,Nome não encontrado
Colesterol,mg,,,,BRC0175C,Nome não encontrado
Ácidos graxos saturados,g,"15,6","37,4","25,7",BRC0175C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,90","2,16","1,49",BRC0175C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,20","0,48","0,33",BRC0175C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0175C,Nome não encontrado
Cálcio,mg,"5,85","14,0","9,65",BRC0175C,Nome não encontrado
Ferro,mg,"0,46","1,09","0,75",BRC0175C,Nome não encontrado
Sódio,mg,"44,3",106,"73,1",BRC0175C,Nome não encontrado
Magnésio,mg,"16,8","40,4","27,8",BRC0175C,Nome não encontrado
Fósforo,mg,"25,5","61,2","42,1",BRC0175C,Nome não encontrado
Potássio,mg,143,344,237,BRC0175C,Nome não encontrado
Manganês,mg,"0,24","0,57","0,39",BRC0175C,Nome não encontrado
Zinco,mg,"0,32","0,76","0,52",BRC0175C,Nome não encontrado
Cobre,mg,"0,16","0,37","0,26",BRC0175C,Nome não encontrado
Selênio,mcg,,,,BRC0175C,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0175C,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC0175C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0175C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0175C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0175C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0175C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0175C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0175C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0175C,Nome não encontrado
Vitamina C,mg,traços,traços,traços,BRC0175C,Nome não encontrado
Equivalente de folato,mcg,"11,4","27,3","18,8",BRC0175C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0175C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0175C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0175C,Nome não encontrado
Proteína vegetal,g,"1,01","2,43","1,67",BRC0175C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0175C,Nome não encontrado
