componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1632,261,BRC0046R,Nome não encontrado
Energia,kcal,384,61,BRC0046R,Nome não encontrado
Umidade,g,"3,73","0,60",BRC0046R,Nome não encontrado
Carboidrato total,g,"91,8","14,7",BRC0046R,Nome não encontrado
Carboidrato disponível,g,"90,5","14,5",BRC0046R,Nome não encontrado
Proteína,g,"2,65","0,42",BRC0046R,Nome não encontrado
Lipídios,g,"1,01","0,16",BRC0046R,Nome não encontrado
Fibra alimentar,g,"1,35","0,22",BRC0046R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0046R,Nome não encontrado
Cinzas,g,"0,77","0,12",BRC0046R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0046R,Nome não encontrado
Ácidos graxos saturados,g,"0,23","0,04",BRC0046R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08","0,01",BRC0046R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,43","0,07",BRC0046R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0046R,Nome não encontrado
Cálcio,mg,"5,01","0,80",BRC0046R,Nome não encontrado
Ferro,mg,"0,08","0,01",BRC0046R,Nome não encontrado
Sódio,mg,636,101,BRC0046R,Nome não encontrado
Magnésio,mg,"0,00","0,00",BRC0046R,Nome não encontrado
Fósforo,mg,"2,00","0,32",BRC0046R,Nome não encontrado
Potássio,mg,"20,0","3,21",BRC0046R,Nome não encontrado
Manganês,mg,,,BRC0046R,Nome não encontrado
Zinco,mg,"0,02","0,00",BRC0046R,Nome não encontrado
Cobre,mg,,,BRC0046R,Nome não encontrado
Selênio,mcg,,,BRC0046R,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0046R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0046R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0046R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0046R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0046R,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0046R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0046R,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0046R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0046R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0046R,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0046R,Nome não encontrado
Sal de adição,g,,,BRC0046R,Nome não encontrado
Açúcar de adição,g,,,BRC0046R,Nome não encontrado
Gordura de adição,g,,,BRC0046R,Nome não encontrado
Proteína vegetal,g,,,BRC0046R,Nome não encontrado
Proteína animal,g,,,BRC0046R,Nome não encontrado
