componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,323,177,BRC0651N,Nome não encontrado
Energia,kcal,76,42,BRC0651N,Nome não encontrado
Umidade,g,"60,0","33,0",BRC0651N,Nome não encontrado
Carboidrato total,g,"5,29","2,91",BRC0651N,Nome não encontrado
Carboidrato disponível,g,"4,46","2,45",BRC0651N,Nome não encontrado
Proteína,g,"11,6","6,36",BRC0651N,Nome não encontrado
Lipídios,g,"1,18","0,65",BRC0651N,Nome não encontrado
Fibra alimentar,g,"0,83","0,45",BRC0651N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0651N,Nome não encontrado
Cinzas,g,"22,0","12,1",BRC0651N,Nome não encontrado
Colesterol,mg,"31,0","17,0",BRC0651N,Nome não encontrado
Ácidos graxos saturados,g,"0,41","0,22",BRC0651N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,40","0,22",BRC0651N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,23","0,12",BRC0651N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0651N,Nome não encontrado
Cálcio,mg,"14,4","7,93",BRC0651N,Nome não encontrado
Ferro,mg,"0,35","0,19",BRC0651N,Nome não encontrado
Sódio,mg,8538,4696,BRC0651N,Nome não encontrado
Magnésio,mg,"12,5","6,86",BRC0651N,Nome não encontrado
Fósforo,mg,"94,7","52,1",BRC0651N,Nome não encontrado
Potássio,mg,210,115,BRC0651N,Nome não encontrado
Manganês,mg,"0,10","0,05",BRC0651N,Nome não encontrado
Zinco,mg,"0,48","0,26",BRC0651N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0651N,Nome não encontrado
Selênio,mcg,"4,17","2,29",BRC0651N,Nome não encontrado
Vitamina A (RE),mcg,"14,5","7,99",BRC0651N,Nome não encontrado
Vitamina A (RAE),mcg,"7,26","4,00",BRC0651N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0651N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,16","0,09",BRC0651N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0651N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0651N,Nome não encontrado
Niacina,mg,"3,06","1,68",BRC0651N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0651N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0651N,Nome não encontrado
Vitamina C,mg,"5,03","2,77",BRC0651N,Nome não encontrado
Equivalente de folato,mcg,"9,29","5,11",BRC0651N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0651N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0651N,Nome não encontrado
Gordura de adição,g,-,-,BRC0651N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0651N,Nome não encontrado
Proteína animal,g,-,-,BRC0651N,Nome não encontrado
