componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,412,226,BRC0547N,Nome não encontrado
Energia,kcal,98,54,BRC0547N,Nome não encontrado
Umidade,g,"79,0","43,5",BRC0547N,Nome não encontrado
Carboidrato total,g,"5,52","3,04",BRC0547N,Nome não encontrado
Carboidrato disponível,g,"3,39","1,86",BRC0547N,Nome não encontrado
Proteína,g,"10,6","5,85",BRC0547N,Nome não encontrado
Lipídios,g,"4,23","2,32",BRC0547N,Nome não encontrado
Fibra alimentar,g,"2,13","1,17",BRC0547N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0547N,Nome não encontrado
Cinzas,g,"0,59","0,32",BRC0547N,Nome não encontrado
Colesterol,mg,"17,3","9,50",BRC0547N,Nome não encontrado
Ácidos graxos saturados,g,"1,22","0,67",BRC0547N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,36","1,30",BRC0547N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,34","0,19",BRC0547N,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,03",BRC0547N,Nome não encontrado
Cálcio,mg,"10,6","5,82",BRC0547N,Nome não encontrado
Ferro,mg,"1,08","0,59",BRC0547N,Nome não encontrado
Sódio,mg,"20,5","11,2",BRC0547N,Nome não encontrado
Magnésio,mg,"14,0","7,67",BRC0547N,Nome não encontrado
Fósforo,mg,"78,3","43,1",BRC0547N,Nome não encontrado
Potássio,mg,197,108,BRC0547N,Nome não encontrado
Manganês,mg,"0,11","0,06",BRC0547N,Nome não encontrado
Zinco,mg,"2,37","1,30",BRC0547N,Nome não encontrado
Cobre,mg,"0,14","0,08",BRC0547N,Nome não encontrado
Selênio,mcg,"0,64","0,35",BRC0547N,Nome não encontrado
Vitamina A (RE),mcg,143,"78,8",BRC0547N,Nome não encontrado
Vitamina A (RAE),mcg,"72,1","39,7",BRC0547N,Nome não encontrado
Vitamina D,mcg,"0,09","0,05",BRC0547N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,36","0,75",BRC0547N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0547N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0547N,Nome não encontrado
Niacina,mg,"0,80","0,44",BRC0547N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0547N,Nome não encontrado
Vitamina B12,mcg,"0,42","0,23",BRC0547N,Nome não encontrado
Vitamina C,mg,"1,32","0,73",BRC0547N,Nome não encontrado
Equivalente de folato,mcg,"17,7","9,71",BRC0547N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0547N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0547N,Nome não encontrado
Gordura de adição,g,-,-,BRC0547N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0547N,Nome não encontrado
Proteína animal,g,-,-,BRC0547N,Nome não encontrado
