componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1528,764,BRC0146K,Nome não encontrado
Energia,kcal,364,181,BRC0146K,Nome não encontrado
Umidade,g,"24,2","12,1",BRC0146K,Nome não encontrado
Carboidrato total,g,"55,0","27,5",BRC0146K,Nome não encontrado
Carboidrato disponível,g,"54,8","27,4",BRC0146K,Nome não encontrado
Proteína,g,"5,73","2,87",BRC0146K,Nome não encontrado
Lipídios,g,"12,9","6,47",BRC0146K,Nome não encontrado
Fibra alimentar,g,"0,27","0,14",BRC0146K,Nome não encontrado
Álcool,g,"0,64","0,32",BRC0146K,Nome não encontrado
Cinzas,g,"1,45","0,73",BRC0146K,Nome não encontrado
Colesterol,mg,"23,8","11,9",BRC0146K,Nome não encontrado
Ácidos graxos saturados,g,"5,90","2,95",BRC0146K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,46","2,73",BRC0146K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,67","0,83",BRC0146K,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,06",BRC0146K,Nome não encontrado
Cálcio,mg,190,"95,1",BRC0146K,Nome não encontrado
Ferro,mg,"0,47","0,24",BRC0146K,Nome não encontrado
Sódio,mg,104,"52,5",BRC0146K,Nome não encontrado
Magnésio,mg,"28,5","14,2",BRC0146K,Nome não encontrado
Fósforo,mg,151,"75,8",BRC0146K,Nome não encontrado
Potássio,mg,266,133,BRC0146K,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0146K,Nome não encontrado
Zinco,mg,"0,67","0,34",BRC0146K,Nome não encontrado
Cobre,mg,"0,09","0,05",BRC0146K,Nome não encontrado
Selênio,mcg,"3,39","1,70",BRC0146K,Nome não encontrado
Vitamina A (RE),mcg,"52,8","26,4",BRC0146K,Nome não encontrado
Vitamina A (RAE),mcg,"51,7","25,9",BRC0146K,Nome não encontrado
Vitamina D,mcg,"0,14","0,07",BRC0146K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,25","0,13",BRC0146K,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0146K,Nome não encontrado
Riboflavina,mg,"0,24","0,12",BRC0146K,Nome não encontrado
Niacina,mg,"0,32","0,16",BRC0146K,Nome não encontrado
Vitamina B6,mg,"0,14","0,07",BRC0146K,Nome não encontrado
Vitamina B12,mcg,"0,39","0,20",BRC0146K,Nome não encontrado
Vitamina C,mg,"0,41","0,21",BRC0146K,Nome não encontrado
Equivalente de folato,mcg,"10,4","5,22",BRC0146K,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0146K,Nome não encontrado
Açúcar de adição,g,,traços,BRC0146K,Nome não encontrado
Gordura de adição,g,-,-,BRC0146K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0146K,Nome não encontrado
Proteína animal,g,-,-,BRC0146K,Nome não encontrado
