componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,1839,551,BRC0070N,Nome não encontrado
Energia,kcal,437,131,BRC0070N,Nome não encontrado
Umidade,g,"2,73","0,82",BRC0070N,Nome não encontrado
Carboidrato total,g,"71,5","21,5",BRC0070N,Nome não encontrado
Carboidrato disponível,g,"68,1","20,4",BRC0070N,Nome não encontrado
Proteína,g,"9,34","2,80",BRC0070N,Nome não encontrado
Lipídios,g,"13,4","4,01",BRC0070N,Nome não encontrado
Fibra alimentar,g,"3,40","1,02",BRC0070N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0070N,Nome não encontrado
Cinzas,g,"3,04","0,91",BRC0070N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0070N,Nome não encontrado
Ácidos graxos saturados,g,"2,11","0,63",BRC0070N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,30","0,99",BRC0070N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,06","2,12",BRC0070N,Nome não encontrado
Ácidos graxos trans,g,"0,20","0,06",BRC0070N,Nome não encontrado
Cálcio,mg,"80,0","24,0",BRC0070N,Nome não encontrado
Ferro,mg,"5,02","1,51",BRC0070N,Nome não encontrado
Sódio,mg,776,232,BRC0070N,Nome não encontrado
Magnésio,mg,"47,0","14,1",BRC0070N,Nome não encontrado
Fósforo,mg,258,"77,4",BRC0070N,Nome não encontrado
Potássio,mg,210,"63,0",BRC0070N,Nome não encontrado
Manganês,mg,"2,13","0,64",BRC0070N,Nome não encontrado
Zinco,mg,"1,74","0,52",BRC0070N,Nome não encontrado
Cobre,mg,"0,22","0,07",BRC0070N,Nome não encontrado
Selênio,mcg,"10,0","3,01",BRC0070N,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0070N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0070N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0070N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,18","0,35",BRC0070N,Nome não encontrado
Tiamina,mg,"0,63","0,19",BRC0070N,Nome não encontrado
Riboflavina,mg,"0,27","0,08",BRC0070N,Nome não encontrado
Niacina,mg,"5,12","1,54",BRC0070N,Nome não encontrado
Vitamina B6,mg,"0,15","0,05",BRC0070N,Nome não encontrado
Vitamina B12,mcg,"0,14","0,04",BRC0070N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0070N,Nome não encontrado
Equivalente de folato,mcg,197,"59,1",BRC0070N,Nome não encontrado
Sal de adição,g,,,BRC0070N,Nome não encontrado
Açúcar de adição,g,,,BRC0070N,Nome não encontrado
Gordura de adição,g,,,BRC0070N,Nome não encontrado
Proteína vegetal,g,,,BRC0070N,Nome não encontrado
Proteína animal,g,,,BRC0070N,Nome não encontrado
