componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,582,698,BRC0066F,Nome não encontrado
Energia,kcal,139,166,BRC0066F,Nome não encontrado
Umidade,g,"72,1","86,5",BRC0066F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0066F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0066F,Nome não encontrado
Proteína,g,"20,7","24,8",BRC0066F,Nome não encontrado
Lipídios,g,"6,22","7,46",BRC0066F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0066F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0066F,Nome não encontrado
Cinzas,g,"0,97","1,16",BRC0066F,Nome não encontrado
Colesterol,mg,"50,3","60,4",BRC0066F,Nome não encontrado
Ácidos graxos saturados,g,"3,10","3,72",BRC0066F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,30","2,76",BRC0066F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,12",BRC0066F,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,16",BRC0066F,Nome não encontrado
Cálcio,mg,"2,81","3,38",BRC0066F,Nome não encontrado
Ferro,mg,"1,58","1,90",BRC0066F,Nome não encontrado
Sódio,mg,"54,2","65,1",BRC0066F,Nome não encontrado
Magnésio,mg,"17,8","21,4",BRC0066F,Nome não encontrado
Fósforo,mg,166,200,BRC0066F,Nome não encontrado
Potássio,mg,324,388,BRC0066F,Nome não encontrado
Manganês,mg,traços,traços,BRC0066F,Nome não encontrado
Zinco,mg,"4,45","5,34",BRC0066F,Nome não encontrado
Cobre,mg,"0,05","0,06",BRC0066F,Nome não encontrado
Selênio,mcg,,,BRC0066F,Nome não encontrado
Vitamina A (RE),mcg,"2,02","2,42",BRC0066F,Nome não encontrado
Vitamina A (RAE),mcg,"2,02","2,42",BRC0066F,Nome não encontrado
Vitamina D,mcg,"0,08","0,09",BRC0066F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,25","0,30",BRC0066F,Nome não encontrado
Tiamina,mg,"0,11","0,13",BRC0066F,Nome não encontrado
Riboflavina,mg,"0,16","0,20",BRC0066F,Nome não encontrado
Niacina,mg,"3,28","3,93",BRC0066F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0066F,Nome não encontrado
Vitamina B12,mcg,"1,08","1,29",BRC0066F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0066F,Nome não encontrado
Equivalente de folato,mcg,"11,0","13,2",BRC0066F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0066F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0066F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0066F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0066F,Nome não encontrado
Proteína animal,g,"20,0","24,0",BRC0066F,Nome não encontrado
