componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,756,189,BRC0088L,Nome não encontrado
Energia,kcal,182,45,BRC0088L,Nome não encontrado
Umidade,g,"73,7","18,4",BRC0088L,Nome não encontrado
Carboidrato total,g,"5,13","1,28",BRC0088L,Nome não encontrado
Carboidrato disponível,g,"4,22","1,06",BRC0088L,Nome não encontrado
Proteína,g,"2,20","0,55",BRC0088L,Nome não encontrado
Lipídios,g,"17,3","4,33",BRC0088L,Nome não encontrado
Fibra alimentar,g,"0,91","0,23",BRC0088L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0088L,Nome não encontrado
Cinzas,g,"1,64","0,41",BRC0088L,Nome não encontrado
Colesterol,mg,"58,9","14,7",BRC0088L,Nome não encontrado
Ácidos graxos saturados,g,"10,2","2,55",BRC0088L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,91","1,23",BRC0088L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,56","0,14",BRC0088L,Nome não encontrado
Ácidos graxos trans,g,"0,56","0,14",BRC0088L,Nome não encontrado
Cálcio,mg,"75,5","18,9",BRC0088L,Nome não encontrado
Ferro,mg,"0,55","0,14",BRC0088L,Nome não encontrado
Sódio,mg,457,114,BRC0088L,Nome não encontrado
Magnésio,mg,"15,8","3,95",BRC0088L,Nome não encontrado
Fósforo,mg,106,"26,5",BRC0088L,Nome não encontrado
Potássio,mg,125,"31,3",BRC0088L,Nome não encontrado
Manganês,mg,"0,10","0,03",BRC0088L,Nome não encontrado
Zinco,mg,"0,35","0,09",BRC0088L,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0088L,Nome não encontrado
Selênio,mcg,"6,74","1,69",BRC0088L,Nome não encontrado
Vitamina A (RE),mcg,"100,0","25,0",BRC0088L,Nome não encontrado
Vitamina A (RAE),mcg,"97,0","24,3",BRC0088L,Nome não encontrado
Vitamina D,mcg,"0,74","0,19",BRC0088L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,51","0,13",BRC0088L,Nome não encontrado
Tiamina,mg,"0,06","0,02",BRC0088L,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0088L,Nome não encontrado
Niacina,mg,"0,11","0,03",BRC0088L,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0088L,Nome não encontrado
Vitamina B12,mcg,"0,08","0,02",BRC0088L,Nome não encontrado
Vitamina C,mg,"3,69","0,92",BRC0088L,Nome não encontrado
Equivalente de folato,mcg,"3,83","0,96",BRC0088L,Nome não encontrado
Sal de adição,g,"0,50","0,13",BRC0088L,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0088L,Nome não encontrado
Gordura de adição,g,"16,6","4,15",BRC0088L,Nome não encontrado
Proteína vegetal,g,"0,84","0,21",BRC0088L,Nome não encontrado
Proteína animal,g,"1,37","0,34",BRC0088L,Nome não encontrado
