componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1667,416,BRC0089B,Nome não encontrado
Energia,kcal,396,98,BRC0089B,Nome não encontrado
Umidade,g,"6,42","1,61",BRC0089B,Nome não encontrado
Carboidrato total,g,"80,3","20,1",BRC0089B,Nome não encontrado
Carboidrato disponível,g,"72,5","18,1",BRC0089B,Nome não encontrado
Proteína,g,"2,06","0,52",BRC0089B,Nome não encontrado
Lipídios,g,"9,12","2,28",BRC0089B,Nome não encontrado
Fibra alimentar,g,"7,82","1,95",BRC0089B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0089B,Nome não encontrado
Cinzas,g,"2,09","0,52",BRC0089B,Nome não encontrado
Colesterol,mg,,,BRC0089B,Nome não encontrado
Ácidos graxos saturados,g,"1,90","0,48",BRC0089B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,40","0,60",BRC0089B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,50","0,63",BRC0089B,Nome não encontrado
Ácidos graxos trans,g,"0,63","0,16",BRC0089B,Nome não encontrado
Cálcio,mg,"65,7","16,4",BRC0089B,Nome não encontrado
Ferro,mg,"1,36","0,34",BRC0089B,Nome não encontrado
Sódio,mg,574,143,BRC0089B,Nome não encontrado
Magnésio,mg,"34,3","8,58",BRC0089B,Nome não encontrado
Fósforo,mg,"44,5","11,1",BRC0089B,Nome não encontrado
Potássio,mg,201,"50,3",BRC0089B,Nome não encontrado
Manganês,mg,"0,29","0,07",BRC0089B,Nome não encontrado
Zinco,mg,"0,17","0,04",BRC0089B,Nome não encontrado
Cobre,mg,traços,traços,BRC0089B,Nome não encontrado
Selênio,mcg,"1,63","0,41",BRC0089B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0089B,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0089B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0089B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0089B,Nome não encontrado
Tiamina,mg,"0,10","0,03",BRC0089B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0089B,Nome não encontrado
Niacina,mg,traços,traços,BRC0089B,Nome não encontrado
Vitamina B6,mg,"0,15","0,04",BRC0089B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0089B,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0089B,Nome não encontrado
Equivalente de folato,mcg,"43,9","11,0",BRC0089B,Nome não encontrado
Sal de adição,g,,,BRC0089B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0089B,Nome não encontrado
Gordura de adição,g,,,BRC0089B,Nome não encontrado
Proteína vegetal,g,"2,06","0,52",BRC0089B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0089B,Nome não encontrado
