componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,307,BRC0284C,Nome não encontrado
Energia,kcal,73,BRC0284C,Nome não encontrado
Umidade,g,"78,0",BRC0284C,Nome não encontrado
Carboidrato total,g,"19,8",BRC0284C,Nome não encontrado
Carboidrato disponível,g,"13,3",BRC0284C,Nome não encontrado
Proteína,g,"1,24",BRC0284C,Nome não encontrado
Lipídios,g,"0,22",BRC0284C,Nome não encontrado
Fibra alimentar,g,"6,38",BRC0284C,Nome não encontrado
Álcool,g,"0,00",BRC0284C,Nome não encontrado
Cinzas,g,"0,79",BRC0284C,Nome não encontrado
Colesterol,mg,"0,00",BRC0284C,Nome não encontrado
Ácidos graxos saturados,g,"0,12",BRC0284C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,BRC0284C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,BRC0284C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0284C,Nome não encontrado
Cálcio,mg,"36,8",BRC0284C,Nome não encontrado
Ferro,mg,"0,26",BRC0284C,Nome não encontrado
Sódio,mg,"0,92",BRC0284C,Nome não encontrado
Magnésio,mg,"27,6",BRC0284C,Nome não encontrado
Fósforo,mg,"31,5",BRC0284C,Nome não encontrado
Potássio,mg,194,BRC0284C,Nome não encontrado
Manganês,mg,"0,05",BRC0284C,Nome não encontrado
Zinco,mg,"0,15",BRC0284C,Nome não encontrado
Cobre,mg,"0,07",BRC0284C,Nome não encontrado
Selênio,mcg,"0,45",BRC0284C,Nome não encontrado
Vitamina A (RE),mcg,"0,00",BRC0284C,Nome não encontrado
Vitamina A (RAE),mcg,"0,00",BRC0284C,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0284C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09",BRC0284C,Nome não encontrado
Tiamina,mg,"0,03",BRC0284C,Nome não encontrado
Riboflavina,mg,traços,BRC0284C,Nome não encontrado
Niacina,mg,traços,BRC0284C,Nome não encontrado
Vitamina B6,mg,traços,BRC0284C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0284C,Nome não encontrado
Vitamina C,mg,"7,95",BRC0284C,Nome não encontrado
Equivalente de folato,mcg,"0,00",BRC0284C,Nome não encontrado
Sal de adição,g,"0,00",BRC0284C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0284C,Nome não encontrado
Gordura de adição,g,"0,00",BRC0284C,Nome não encontrado
Proteína vegetal,g,"1,24",BRC0284C,Nome não encontrado
Proteína animal,g,"0,00",BRC0284C,Nome não encontrado
