componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1367,341,BRC0104K,Nome não encontrado
Energia,kcal,322,80,BRC0104K,Nome não encontrado
Umidade,g,"19,8","4,95",BRC0104K,Nome não encontrado
Carboidrato total,g,"79,0","19,8",BRC0104K,Nome não encontrado
Carboidrato disponível,g,"78,9","19,7",BRC0104K,Nome não encontrado
Proteína,g,"0,80","0,20",BRC0104K,Nome não encontrado
Lipídios,g,"0,30","0,08",BRC0104K,Nome não encontrado
Fibra alimentar,g,"0,10","0,03",BRC0104K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0104K,Nome não encontrado
Cinzas,g,"0,10","0,03",BRC0104K,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0104K,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,01",BRC0104K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08","0,02",BRC0104K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,01",BRC0104K,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0104K,Nome não encontrado
Cálcio,mg,"3,00","0,75",BRC0104K,Nome não encontrado
Ferro,mg,"0,22","0,06",BRC0104K,Nome não encontrado
Sódio,mg,"80,0","20,0",BRC0104K,Nome não encontrado
Magnésio,mg,"2,00","0,50",BRC0104K,Nome não encontrado
Fósforo,mg,"8,00","2,00",BRC0104K,Nome não encontrado
Potássio,mg,"5,00","1,25",BRC0104K,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0104K,Nome não encontrado
Zinco,mg,"0,04","0,01",BRC0104K,Nome não encontrado
Cobre,mg,"0,10","0,02",BRC0104K,Nome não encontrado
Selênio,mcg,"1,90","0,48",BRC0104K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0104K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0104K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0104K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0104K,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0104K,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0104K,Nome não encontrado
Niacina,mg,"0,08","0,02",BRC0104K,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0104K,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0104K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0104K,Nome não encontrado
Equivalente de folato,mcg,"1,00","0,25",BRC0104K,Nome não encontrado
Sal de adição,g,,,BRC0104K,Nome não encontrado
Açúcar de adição,g,,,BRC0104K,Nome não encontrado
Gordura de adição,g,,,BRC0104K,Nome não encontrado
Proteína vegetal,g,,,BRC0104K,Nome não encontrado
Proteína animal,g,,,BRC0104K,Nome não encontrado
