componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,795,874,BRC0667F,Nome não encontrado
Energia,kcal,190,209,BRC0667F,Nome não encontrado
Umidade,g,"61,5","67,7",BRC0667F,Nome não encontrado
Carboidrato total,g,"0,75","0,83",BRC0667F,Nome não encontrado
Carboidrato disponível,g,"0,61","0,67",BRC0667F,Nome não encontrado
Proteína,g,"28,3","31,1",BRC0667F,Nome não encontrado
Lipídios,g,"8,21","9,03",BRC0667F,Nome não encontrado
Fibra alimentar,g,"0,14","0,15",BRC0667F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0667F,Nome não encontrado
Cinzas,g,"1,29","1,42",BRC0667F,Nome não encontrado
Colesterol,mg,"52,6","57,8",BRC0667F,Nome não encontrado
Ácidos graxos saturados,g,"3,40","3,74",BRC0667F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,12","3,43",BRC0667F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,91","1,00",BRC0667F,Nome não encontrado
Ácidos graxos trans,g,"0,16","0,18",BRC0667F,Nome não encontrado
Cálcio,mg,"6,28","6,91",BRC0667F,Nome não encontrado
Ferro,mg,"2,07","2,28",BRC0667F,Nome não encontrado
Sódio,mg,234,257,BRC0667F,Nome não encontrado
Magnésio,mg,"17,5","19,3",BRC0667F,Nome não encontrado
Fósforo,mg,190,209,BRC0667F,Nome não encontrado
Potássio,mg,251,276,BRC0667F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0667F,Nome não encontrado
Zinco,mg,"6,46","7,11",BRC0667F,Nome não encontrado
Cobre,mg,"0,10","0,11",BRC0667F,Nome não encontrado
Selênio,mcg,"2,80","3,08",BRC0667F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0667F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0667F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0667F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26","0,29",BRC0667F,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0667F,Nome não encontrado
Riboflavina,mg,"0,04","0,04",BRC0667F,Nome não encontrado
Niacina,mg,"2,05","2,26",BRC0667F,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0667F,Nome não encontrado
Vitamina B12,mcg,"3,58","3,94",BRC0667F,Nome não encontrado
Vitamina C,mg,"0,45","0,50",BRC0667F,Nome não encontrado
Equivalente de folato,mcg,"7,91","8,70",BRC0667F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0667F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0667F,Nome não encontrado
Gordura de adição,g,-,-,BRC0667F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0667F,Nome não encontrado
Proteína animal,g,-,-,BRC0667F,Nome não encontrado
