componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,183,439,302,BRC0113C,Nome não encontrado
Energia,kcal,43,103,71,BRC0113C,Nome não encontrado
Umidade,g,"88,6",212,146,BRC0113C,Nome não encontrado
Carboidrato total,g,"10,1","24,2","16,6",BRC0113C,Nome não encontrado
Carboidrato disponível,g,"9,31","22,3","15,4",BRC0113C,Nome não encontrado
Proteína,g,"0,57","1,38","0,95",BRC0113C,Nome não encontrado
Lipídios,g,"0,25","0,59","0,41",BRC0113C,Nome não encontrado
Fibra alimentar,g,"0,76","1,83","1,26",BRC0113C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0113C,Nome não encontrado
Cinzas,g,"0,33","0,80","0,55",BRC0113C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0113C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,02",BRC0113C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,03",BRC0113C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,16","0,11",BRC0113C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0113C,Nome não encontrado
Cálcio,mg,"9,97","23,9","16,4",BRC0113C,Nome não encontrado
Ferro,mg,"0,34","0,82","0,56",BRC0113C,Nome não encontrado
Sódio,mg,"14,7","35,2","24,2",BRC0113C,Nome não encontrado
Magnésio,mg,"11,0","26,4","18,1",BRC0113C,Nome não encontrado
Fósforo,mg,"10,2","24,5","16,9",BRC0113C,Nome não encontrado
Potássio,mg,131,314,216,BRC0113C,Nome não encontrado
Manganês,mg,"0,76","1,82","1,25",BRC0113C,Nome não encontrado
Zinco,mg,"0,12","0,30","0,20",BRC0113C,Nome não encontrado
Cobre,mg,"0,08","0,19","0,13",BRC0113C,Nome não encontrado
Selênio,mcg,"0,30","0,71","0,49",BRC0113C,Nome não encontrado
Vitamina A (RE),mcg,"24,1","57,8","39,7",BRC0113C,Nome não encontrado
Vitamina A (RAE),mcg,"12,0","28,9","19,9",BRC0113C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0113C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,08","0,06",BRC0113C,Nome não encontrado
Tiamina,mg,"0,08","0,19","0,13",BRC0113C,Nome não encontrado
Riboflavina,mg,"0,03","0,08","0,05",BRC0113C,Nome não encontrado
Niacina,mg,"0,36","0,87","0,60",BRC0113C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0113C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0113C,Nome não encontrado
Vitamina C,mg,"57,3",137,"94,5",BRC0113C,Nome não encontrado
Equivalente de folato,mcg,"7,27","17,4","12,0",BRC0113C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0113C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0113C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0113C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0113C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0113C,Nome não encontrado
