componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1622,BRC1086A,Nome não encontrado
Energia,kcal,390,BRC1086A,Nome não encontrado
Umidade,g,"30,3",BRC1086A,Nome não encontrado
Carboidrato total,g,"34,7",BRC1086A,Nome não encontrado
Carboidrato disponível,g,"30,9",BRC1086A,Nome não encontrado
Proteína,g,"7,68",BRC1086A,Nome não encontrado
Lipídios,g,"25,3",BRC1086A,Nome não encontrado
Fibra alimentar,g,"3,78",BRC1086A,Nome não encontrado
Álcool,g,"0,00",BRC1086A,Nome não encontrado
Cinzas,g,"1,92",BRC1086A,Nome não encontrado
Colesterol,mg,"57,3",BRC1086A,Nome não encontrado
Ácidos graxos saturados,g,"14,4",BRC1086A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,23",BRC1086A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,89",BRC1086A,Nome não encontrado
Ácidos graxos trans,g,"1,08",BRC1086A,Nome não encontrado
Cálcio,mg,"94,8",BRC1086A,Nome não encontrado
Ferro,mg,"2,13",BRC1086A,Nome não encontrado
Sódio,mg,519,BRC1086A,Nome não encontrado
Magnésio,mg,"42,7",BRC1086A,Nome não encontrado
Fósforo,mg,143,BRC1086A,Nome não encontrado
Potássio,mg,118,BRC1086A,Nome não encontrado
Manganês,mg,"1,13",BRC1086A,Nome não encontrado
Zinco,mg,"1,11",BRC1086A,Nome não encontrado
Cobre,mg,"0,10",BRC1086A,Nome não encontrado
Selênio,mcg,"4,22",BRC1086A,Nome não encontrado
Vitamina A (RE),mcg,271,BRC1086A,Nome não encontrado
Vitamina A (RAE),mcg,267,BRC1086A,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1086A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,05",BRC1086A,Nome não encontrado
Tiamina,mg,"0,05",BRC1086A,Nome não encontrado
Riboflavina,mg,"0,03",BRC1086A,Nome não encontrado
Niacina,mg,traços,BRC1086A,Nome não encontrado
Vitamina B6,mg,"0,10",BRC1086A,Nome não encontrado
Vitamina B12,mcg,"0,05",BRC1086A,Nome não encontrado
Vitamina C,mg,traços,BRC1086A,Nome não encontrado
Equivalente de folato,mcg,"66,7",BRC1086A,Nome não encontrado
Sal de adição,g,,BRC1086A,Nome não encontrado
Açúcar de adição,g,,BRC1086A,Nome não encontrado
Gordura de adição,g,-,BRC1086A,Nome não encontrado
Proteína vegetal,g,-,BRC1086A,Nome não encontrado
Proteína animal,g,-,BRC1086A,Nome não encontrado
