componente,unidade,Valor por 100g,Colher sopa rasa (12 g),codigo_alimento,nome_alimento
Energia,kJ,114,13,BRC0024B,Nome não encontrado
Energia,kcal,27,3,BRC0024B,Nome não encontrado
Umidade,g,"91,6","11,0",BRC0024B,Nome não encontrado
Carboidrato total,g,"5,43","0,65",BRC0024B,Nome não encontrado
Carboidrato disponível,g,"3,01","0,36",BRC0024B,Nome não encontrado
Proteína,g,"1,98","0,24",BRC0024B,Nome não encontrado
Lipídios,g,"0,26","0,03",BRC0024B,Nome não encontrado
Fibra alimentar,g,"2,42","0,29",BRC0024B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0024B,Nome não encontrado
Cinzas,g,"0,69","0,08",BRC0024B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0024B,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,01",BRC0024B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,00",BRC0024B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,00",BRC0024B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0024B,Nome não encontrado
Cálcio,mg,"20,6","2,47",BRC0024B,Nome não encontrado
Ferro,mg,"0,48","0,06",BRC0024B,Nome não encontrado
Sódio,mg,"3,97","0,48",BRC0024B,Nome não encontrado
Magnésio,mg,"13,9","1,66",BRC0024B,Nome não encontrado
Fósforo,mg,"66,0","7,92",BRC0024B,Nome não encontrado
Potássio,mg,295,"35,5",BRC0024B,Nome não encontrado
Manganês,mg,"0,15","0,02",BRC0024B,Nome não encontrado
Zinco,mg,"0,44","0,05",BRC0024B,Nome não encontrado
Cobre,mg,"0,03","0,00",BRC0024B,Nome não encontrado
Selênio,mcg,"0,60","0,07",BRC0024B,Nome não encontrado
Vitamina A (RE),mcg,"2,00","0,24",BRC0024B,Nome não encontrado
Vitamina A (RAE),mcg,"1,00","0,12",BRC0024B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0024B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07","0,01",BRC0024B,Nome não encontrado
Tiamina,mg,"0,04","0,00",BRC0024B,Nome não encontrado
Riboflavina,mg,"0,11","0,01",BRC0024B,Nome não encontrado
Niacina,mg,traços,traços,BRC0024B,Nome não encontrado
Vitamina B6,mg,"0,12","0,01",BRC0024B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0024B,Nome não encontrado
Vitamina C,mg,"41,7","5,00",BRC0024B,Nome não encontrado
Equivalente de folato,mcg,"60,1","7,21",BRC0024B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0024B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0024B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0024B,Nome não encontrado
Proteína vegetal,g,"1,98","0,24",BRC0024B,Nome não encontrado
Proteína animal,g,-,-,BRC0024B,Nome não encontrado
