componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,415,BRC0496E,Nome não encontrado
Energia,kcal,98,BRC0496E,Nome não encontrado
Umidade,g,"74,0",BRC0496E,Nome não encontrado
Carboidrato total,g,"0,42",BRC0496E,Nome não encontrado
Carboidrato disponível,g,"0,42",BRC0496E,Nome não encontrado
Proteína,g,"22,5",BRC0496E,Nome não encontrado
Lipídios,g,"0,68",BRC0496E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0496E,Nome não encontrado
Álcool,g,"0,00",BRC0496E,Nome não encontrado
Cinzas,g,"2,36",BRC0496E,Nome não encontrado
Colesterol,mg,"10,8",BRC0496E,Nome não encontrado
Ácidos graxos saturados,g,"0,28",BRC0496E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,23",BRC0496E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08",BRC0496E,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC0496E,Nome não encontrado
Cálcio,mg,198,BRC0496E,Nome não encontrado
Ferro,mg,"0,40",BRC0496E,Nome não encontrado
Sódio,mg,"45,1",BRC0496E,Nome não encontrado
Magnésio,mg,"26,9",BRC0496E,Nome não encontrado
Fósforo,mg,244,BRC0496E,Nome não encontrado
Potássio,mg,276,BRC0496E,Nome não encontrado
Manganês,mg,"0,09",BRC0496E,Nome não encontrado
Zinco,mg,"1,12",BRC0496E,Nome não encontrado
Cobre,mg,"0,06",BRC0496E,Nome não encontrado
Selênio,mcg,,BRC0496E,Nome não encontrado
Vitamina A (RE),mcg,"0,57",BRC0496E,Nome não encontrado
Vitamina A (RAE),mcg,"0,57",BRC0496E,Nome não encontrado
Vitamina D,mcg,"0,69",BRC0496E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0496E,Nome não encontrado
Tiamina,mg,"0,03",BRC0496E,Nome não encontrado
Riboflavina,mg,"0,06",BRC0496E,Nome não encontrado
Niacina,mg,"2,58",BRC0496E,Nome não encontrado
Vitamina B6,mg,"0,10",BRC0496E,Nome não encontrado
Vitamina B12,mcg,,BRC0496E,Nome não encontrado
Vitamina C,mg,,BRC0496E,Nome não encontrado
Equivalente de folato,mcg,,BRC0496E,Nome não encontrado
Sal de adição,g,"0,00",BRC0496E,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0496E,Nome não encontrado
Gordura de adição,g,"0,00",BRC0496E,Nome não encontrado
Proteína vegetal,g,"0,00",BRC0496E,Nome não encontrado
Proteína animal,g,"22,5",BRC0496E,Nome não encontrado
