componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,216,54,38,BRC0486B,Nome não encontrado
Energia,kcal,52,12,9,BRC0486B,Nome não encontrado
Umidade,g,"86,6","21,6","15,6",BRC0486B,Nome não encontrado
Carboidrato total,g,"8,81","2,20","1,59",BRC0486B,Nome não encontrado
Carboidrato disponível,g,"5,74","1,44","1,03",BRC0486B,Nome não encontrado
Proteína,g,"1,83","0,46","0,33",BRC0486B,Nome não encontrado
Lipídios,g,"1,70","0,43","0,31",BRC0486B,Nome não encontrado
Fibra alimentar,g,"3,07","0,77","0,55",BRC0486B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0486B,Nome não encontrado
Cinzas,g,"1,07","0,27","0,19",BRC0486B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0486B,Nome não encontrado
Ácidos graxos saturados,g,"0,36","0,09","0,06",BRC0486B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,30","0,08","0,05",BRC0486B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,90","0,23","0,16",BRC0486B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0486B,Nome não encontrado
Cálcio,mg,"15,6","3,91","2,81",BRC0486B,Nome não encontrado
Ferro,mg,"0,72","0,18","0,13",BRC0486B,Nome não encontrado
Sódio,mg,127,"32,0","23,0",BRC0486B,Nome não encontrado
Magnésio,mg,"19,3","4,81","3,47",BRC0486B,Nome não encontrado
Fósforo,mg,"31,6","7,90","5,69",BRC0486B,Nome não encontrado
Potássio,mg,309,"77,5","55,8",BRC0486B,Nome não encontrado
Manganês,mg,"0,25","0,06","0,05",BRC0486B,Nome não encontrado
Zinco,mg,"0,35","0,09","0,06",BRC0486B,Nome não encontrado
Cobre,mg,"0,13","0,03","0,02",BRC0486B,Nome não encontrado
Selênio,mcg,"0,40","0,10","0,07",BRC0486B,Nome não encontrado
Vitamina A (RE),mcg,"69,2","17,3","12,4",BRC0486B,Nome não encontrado
Vitamina A (RAE),mcg,"34,6","8,64","6,22",BRC0486B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0486B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,24","0,31","0,22",BRC0486B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0486B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0486B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0486B,Nome não encontrado
Vitamina B6,mg,"0,01","0,00","0,00",BRC0486B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0486B,Nome não encontrado
Vitamina C,mg,135,"34,0","24,5",BRC0486B,Nome não encontrado
Equivalente de folato,mcg,"13,2","3,31","2,38",BRC0486B,Nome não encontrado
Sal de adição,g,"0,47","0,12","0,08",BRC0486B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0486B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0486B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0486B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0486B,Nome não encontrado
