componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,382,209,BRC0127N,Nome não encontrado
Energia,kcal,91,50,BRC0127N,Nome não encontrado
Umidade,g,"81,2","44,6",BRC0127N,Nome não encontrado
Carboidrato total,g,"4,15","2,28",BRC0127N,Nome não encontrado
Carboidrato disponível,g,"3,28","1,80",BRC0127N,Nome não encontrado
Proteína,g,"10,3","5,66",BRC0127N,Nome não encontrado
Lipídios,g,"3,90","2,14",BRC0127N,Nome não encontrado
Fibra alimentar,g,"0,87","0,48",BRC0127N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0127N,Nome não encontrado
Cinzas,g,"0,51","0,28",BRC0127N,Nome não encontrado
Colesterol,mg,"38,1","21,0",BRC0127N,Nome não encontrado
Ácidos graxos saturados,g,"1,94","1,07",BRC0127N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,31","0,72",BRC0127N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14","0,07",BRC0127N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0127N,Nome não encontrado
Cálcio,mg,"8,32","4,57",BRC0127N,Nome não encontrado
Ferro,mg,"0,93","0,51",BRC0127N,Nome não encontrado
Sódio,mg,"21,7","11,9",BRC0127N,Nome não encontrado
Magnésio,mg,"8,99","4,95",BRC0127N,Nome não encontrado
Fósforo,mg,"70,5","38,8",BRC0127N,Nome não encontrado
Potássio,mg,197,108,BRC0127N,Nome não encontrado
Manganês,mg,"0,03","0,02",BRC0127N,Nome não encontrado
Zinco,mg,"2,88","1,58",BRC0127N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0127N,Nome não encontrado
Selênio,mcg,"0,21","0,12",BRC0127N,Nome não encontrado
Vitamina A (RE),mcg,148,"81,7",BRC0127N,Nome não encontrado
Vitamina A (RAE),mcg,"74,5","41,0",BRC0127N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0127N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26","0,15",BRC0127N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0127N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0127N,Nome não encontrado
Niacina,mg,"1,00","0,55",BRC0127N,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0127N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0127N,Nome não encontrado
Vitamina C,mg,"1,06","0,58",BRC0127N,Nome não encontrado
Equivalente de folato,mcg,"5,71","3,14",BRC0127N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0127N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0127N,Nome não encontrado
Gordura de adição,g,-,-,BRC0127N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0127N,Nome não encontrado
Proteína animal,g,-,-,BRC0127N,Nome não encontrado
