componente,unidade,Valor por 100g,Colher sopa cheia (14 g),Colher sopa rasa (8 g),codigo_alimento,nome_alimento
Energia,kJ,377,52,30,BRC0236B,Nome não encontrado
Energia,kcal,89,12,7,BRC0236B,Nome não encontrado
Umidade,g,"86,1","12,0","6,89",BRC0236B,Nome não encontrado
Carboidrato total,g,"6,88","0,96","0,55",BRC0236B,Nome não encontrado
Carboidrato disponível,g,"2,61","0,37","0,21",BRC0236B,Nome não encontrado
Proteína,g,"3,30","0,46","0,26",BRC0236B,Nome não encontrado
Lipídios,g,"2,08","0,29","0,17",BRC0236B,Nome não encontrado
Fibra alimentar,g,"4,27","0,60","0,34",BRC0236B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0236B,Nome não encontrado
Cinzas,g,"1,68","0,23","0,13",BRC0236B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0236B,Nome não encontrado
Ácidos graxos saturados,g,"0,30","0,04","0,02",BRC0236B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,04","0,02",BRC0236B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,07","0,15","0,09",BRC0236B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0236B,Nome não encontrado
Cálcio,mg,102,"14,3","8,16",BRC0236B,Nome não encontrado
Ferro,mg,"1,14","0,16","0,09",BRC0236B,Nome não encontrado
Sódio,mg,142,"20,0","11,4",BRC0236B,Nome não encontrado
Magnésio,mg,"14,6","2,04","1,16",BRC0236B,Nome não encontrado
Fósforo,mg,"14,6","2,04","1,16",BRC0236B,Nome não encontrado
Potássio,mg,439,"61,5","35,1",BRC0236B,Nome não encontrado
Manganês,mg,"0,29","0,04","0,02",BRC0236B,Nome não encontrado
Zinco,mg,"0,24","0,03","0,02",BRC0236B,Nome não encontrado
Cobre,mg,"0,50","0,07","0,04",BRC0236B,Nome não encontrado
Selênio,mcg,"0,87","0,12","0,07",BRC0236B,Nome não encontrado
Vitamina A (RE),mcg,1280,179,102,BRC0236B,Nome não encontrado
Vitamina A (RAE),mcg,640,"89,7","51,2",BRC0236B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0236B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,53","0,35","0,20",BRC0236B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0236B,Nome não encontrado
Riboflavina,mg,"0,13","0,02","0,01",BRC0236B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0236B,Nome não encontrado
Vitamina B6,mg,"0,10","0,01","0,01",BRC0236B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0236B,Nome não encontrado
Vitamina C,mg,"1,51","0,21","0,12",BRC0236B,Nome não encontrado
Equivalente de folato,mcg,"71,2","9,97","5,70",BRC0236B,Nome não encontrado
Sal de adição,g,"0,47","0,07","0,04",BRC0236B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0236B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0236B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0236B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0236B,Nome não encontrado
