componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,85,BRC0966B,Nome não encontrado
Energia,kcal,20,BRC0966B,Nome não encontrado
Umidade,g,"93,7",BRC0966B,Nome não encontrado
Carboidrato total,g,"4,39",BRC0966B,Nome não encontrado
Carboidrato disponível,g,"2,55",BRC0966B,Nome não encontrado
Proteína,g,"1,19",BRC0966B,Nome não encontrado
Lipídios,g,"0,19",BRC0966B,Nome não encontrado
Fibra alimentar,g,"1,84",BRC0966B,Nome não encontrado
Álcool,g,"0,00",BRC0966B,Nome não encontrado
Cinzas,g,"0,51",BRC0966B,Nome não encontrado
Colesterol,mg,"0,00",BRC0966B,Nome não encontrado
Ácidos graxos saturados,g,"0,03",BRC0966B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03",BRC0966B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08",BRC0966B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0966B,Nome não encontrado
Cálcio,mg,"7,99",BRC0966B,Nome não encontrado
Ferro,mg,"0,34",BRC0966B,Nome não encontrado
Sódio,mg,"3,60",BRC0966B,Nome não encontrado
Magnésio,mg,"11,5",BRC0966B,Nome não encontrado
Fósforo,mg,"25,1",BRC0966B,Nome não encontrado
Potássio,mg,220,BRC0966B,Nome não encontrado
Manganês,mg,"0,07",BRC0966B,Nome não encontrado
Zinco,mg,"0,17",BRC0966B,Nome não encontrado
Cobre,mg,"0,08",BRC0966B,Nome não encontrado
Selênio,mcg,"0,23",BRC0966B,Nome não encontrado
Vitamina A (RE),mcg,116,BRC0966B,Nome não encontrado
Vitamina A (RAE),mcg,"58,2",BRC0966B,Nome não encontrado
Vitamina D,mcg,,BRC0966B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0966B,Nome não encontrado
Tiamina,mg,"0,09",BRC0966B,Nome não encontrado
Riboflavina,mg,"0,02",BRC0966B,Nome não encontrado
Niacina,mg,traços,BRC0966B,Nome não encontrado
Vitamina B6,mg,"0,04",BRC0966B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0966B,Nome não encontrado
Vitamina C,mg,"14,2",BRC0966B,Nome não encontrado
Equivalente de folato,mcg,"0,00",BRC0966B,Nome não encontrado
Sal de adição,g,"0,00",BRC0966B,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0966B,Nome não encontrado
Gordura de adição,g,"0,00",BRC0966B,Nome não encontrado
Proteína vegetal,g,"1,19",BRC0966B,Nome não encontrado
Proteína animal,g,"0,00",BRC0966B,Nome não encontrado
