componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,171,411,282,BRC0253C,Nome não encontrado
Energia,kcal,40,96,66,BRC0253C,Nome não encontrado
Umidade,g,"89,7",215,147,BRC0253C,Nome não encontrado
Carboidrato total,g,"9,93","23,8","16,4",BRC0253C,Nome não encontrado
Carboidrato disponível,g,"9,54","22,9","15,7",BRC0253C,Nome não encontrado
Proteína,g,"0,17","0,40","0,27",BRC0253C,Nome não encontrado
Lipídios,g,"0,10","0,23","0,16",BRC0253C,Nome não encontrado
Fibra alimentar,g,"0,40","0,96","0,66",BRC0253C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0253C,Nome não encontrado
Cinzas,g,"0,14","0,33","0,22",BRC0253C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0253C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,02",BRC0253C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,02","0,01",BRC0253C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,12","0,08",BRC0253C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0253C,Nome não encontrado
Cálcio,mg,"3,22","7,74","5,32",BRC0253C,Nome não encontrado
Ferro,mg,"0,06","0,14","0,10",BRC0253C,Nome não encontrado
Sódio,mg,"2,80","6,73","4,62",BRC0253C,Nome não encontrado
Magnésio,mg,"2,80","6,72","4,62",BRC0253C,Nome não encontrado
Fósforo,mg,"6,00","14,4","9,90",BRC0253C,Nome não encontrado
Potássio,mg,"42,4",101,"69,9",BRC0253C,Nome não encontrado
Manganês,mg,"0,03","0,08","0,06",BRC0253C,Nome não encontrado
Zinco,mg,traços,traços,traços,BRC0253C,Nome não encontrado
Cobre,mg,"0,01","0,02","0,01",BRC0253C,Nome não encontrado
Selênio,mcg,"0,11","0,27","0,19",BRC0253C,Nome não encontrado
Vitamina A (RE),mcg,"1,50","3,60","2,48",BRC0253C,Nome não encontrado
Vitamina A (RAE),mcg,"0,60","1,44","0,99",BRC0253C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0253C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09","0,23","0,16",BRC0253C,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0253C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0253C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0253C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0253C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0253C,Nome não encontrado
Vitamina C,mg,"11,6","27,8","19,1",BRC0253C,Nome não encontrado
Equivalente de folato,mcg,"3,77","9,06","6,23",BRC0253C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0253C,Nome não encontrado
Açúcar de adição,g,,,,BRC0253C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0253C,Nome não encontrado
Proteína vegetal,g,"0,17","0,40","0,27",BRC0253C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0253C,Nome não encontrado
