componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,266,638,439,BRC0156C,Nome não encontrado
Energia,kcal,63,151,103,BRC0156C,Nome não encontrado
Umidade,g,"82,8",198,136,BRC0156C,Nome não encontrado
Carboidrato total,g,"15,3","36,7","25,3",BRC0156C,Nome não encontrado
Carboidrato disponível,g,"13,1","31,3","21,5",BRC0156C,Nome não encontrado
Proteína,g,"1,13","2,70","1,86",BRC0156C,Nome não encontrado
Lipídios,g,"0,19","0,46","0,32",BRC0156C,Nome não encontrado
Fibra alimentar,g,"2,26","5,42","3,72",BRC0156C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0156C,Nome não encontrado
Cinzas,g,"0,53","1,27","0,88",BRC0156C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0156C,Nome não encontrado
Ácidos graxos saturados,g,traços,traços,traços,BRC0156C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0156C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,01","0,02","0,01",BRC0156C,Nome não encontrado
Ácidos graxos trans,g,traços,traços,traços,BRC0156C,Nome não encontrado
Cálcio,mg,"24,7","59,3","40,8",BRC0156C,Nome não encontrado
Ferro,mg,"0,17","0,40","0,28",BRC0156C,Nome não encontrado
Sódio,mg,"3,41","8,19","5,63",BRC0156C,Nome não encontrado
Magnésio,mg,"13,1","31,4","21,6",BRC0156C,Nome não encontrado
Fósforo,mg,"19,0","45,5","31,3",BRC0156C,Nome não encontrado
Potássio,mg,205,493,339,BRC0156C,Nome não encontrado
Manganês,mg,"0,34","0,82","0,56",BRC0156C,Nome não encontrado
Zinco,mg,"0,21","0,50","0,34",BRC0156C,Nome não encontrado
Cobre,mg,"0,05","0,11","0,07",BRC0156C,Nome não encontrado
Selênio,mcg,"0,29","0,70","0,48",BRC0156C,Nome não encontrado
Vitamina A (RE),mcg,"2,51","6,03","4,14",BRC0156C,Nome não encontrado
Vitamina A (RAE),mcg,"1,26","3,01","2,07",BRC0156C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0156C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26","0,62","0,42",BRC0156C,Nome não encontrado
Tiamina,mg,"0,06","0,15","0,10",BRC0156C,Nome não encontrado
Riboflavina,mg,"0,03","0,07","0,05",BRC0156C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0156C,Nome não encontrado
Vitamina B6,mg,"0,03","0,07","0,05",BRC0156C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0156C,Nome não encontrado
Vitamina C,mg,"33,9","81,4","55,9",BRC0156C,Nome não encontrado
Equivalente de folato,mcg,"50,4",120,"83,1",BRC0156C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0156C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0156C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0156C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0156C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0156C,Nome não encontrado
