componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,196,48,BRC0222B,Nome não encontrado
Energia,kcal,47,11,BRC0222B,Nome não encontrado
Umidade,g,"90,1","22,5",BRC0222B,Nome não encontrado
Carboidrato total,g,"6,04","1,51",BRC0222B,Nome não encontrado
Carboidrato disponível,g,"4,17","1,04",BRC0222B,Nome não encontrado
Proteína,g,"0,77","0,19",BRC0222B,Nome não encontrado
Lipídios,g,"2,61","0,65",BRC0222B,Nome não encontrado
Fibra alimentar,g,"1,86","0,47",BRC0222B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0222B,Nome não encontrado
Cinzas,g,"0,50","0,13",BRC0222B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0222B,Nome não encontrado
Ácidos graxos saturados,g,"0,41","0,10",BRC0222B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,58","0,14",BRC0222B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,52","0,38",BRC0222B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0222B,Nome não encontrado
Cálcio,mg,"14,0","3,51",BRC0222B,Nome não encontrado
Ferro,mg,"0,29","0,07",BRC0222B,Nome não encontrado
Sódio,mg,129,"32,4",BRC0222B,Nome não encontrado
Magnésio,mg,"11,4","2,86",BRC0222B,Nome não encontrado
Fósforo,mg,"19,5","4,87",BRC0222B,Nome não encontrado
Potássio,mg,136,"34,2",BRC0222B,Nome não encontrado
Manganês,mg,"0,14","0,04",BRC0222B,Nome não encontrado
Zinco,mg,"0,17","0,04",BRC0222B,Nome não encontrado
Cobre,mg,"0,06","0,02",BRC0222B,Nome não encontrado
Selênio,mcg,"0,11","0,03",BRC0222B,Nome não encontrado
Vitamina A (RE),mcg,"29,2","7,30",BRC0222B,Nome não encontrado
Vitamina A (RAE),mcg,"14,6","3,65",BRC0222B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0222B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,70","0,17",BRC0222B,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC0222B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0222B,Nome não encontrado
Niacina,mg,traços,traços,BRC0222B,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0222B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0222B,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0222B,Nome não encontrado
Equivalente de folato,mcg,"9,78","2,45",BRC0222B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0222B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0222B,Nome não encontrado
Gordura de adição,g,-,-,BRC0222B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0222B,Nome não encontrado
Proteína animal,g,-,-,BRC0222B,Nome não encontrado
