componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1231,BRC0224K,Nome não encontrado
Energia,kcal,293,BRC0224K,Nome não encontrado
Umidade,g,"42,1",BRC0224K,Nome não encontrado
Carboidrato total,g,"37,2",BRC0224K,Nome não encontrado
Carboidrato disponível,g,"37,2",BRC0224K,Nome não encontrado
Proteína,g,"7,30",BRC0224K,Nome não encontrado
Lipídios,g,"12,5",BRC0224K,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0224K,Nome não encontrado
Álcool,g,"0,00",BRC0224K,Nome não encontrado
Cinzas,g,"0,92",BRC0224K,Nome não encontrado
Colesterol,mg,520,BRC0224K,Nome não encontrado
Ácidos graxos saturados,g,"3,77",BRC0224K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,95",BRC0224K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,62",BRC0224K,Nome não encontrado
Ácidos graxos trans,g,"0,03",BRC0224K,Nome não encontrado
Cálcio,mg,"65,6",BRC0224K,Nome não encontrado
Ferro,mg,"2,07",BRC0224K,Nome não encontrado
Sódio,mg,"39,4",BRC0224K,Nome não encontrado
Magnésio,mg,"15,1",BRC0224K,Nome não encontrado
Fósforo,mg,170,BRC0224K,Nome não encontrado
Potássio,mg,116,BRC0224K,Nome não encontrado
Manganês,mg,"0,78",BRC0224K,Nome não encontrado
Zinco,mg,"1,28",BRC0224K,Nome não encontrado
Cobre,mg,"0,03",BRC0224K,Nome não encontrado
Selênio,mcg,"12,6",BRC0224K,Nome não encontrado
Vitamina A (RE),mcg,173,BRC0224K,Nome não encontrado
Vitamina A (RAE),mcg,171,BRC0224K,Nome não encontrado
Vitamina D,mcg,"2,54",BRC0224K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"5,31",BRC0224K,Nome não encontrado
Tiamina,mg,"0,08",BRC0224K,Nome não encontrado
Riboflavina,mg,"0,13",BRC0224K,Nome não encontrado
Niacina,mg,"0,01",BRC0224K,Nome não encontrado
Vitamina B6,mg,"0,01",BRC0224K,Nome não encontrado
Vitamina B12,mcg,"0,83",BRC0224K,Nome não encontrado
Vitamina C,mg,traços,BRC0224K,Nome não encontrado
Equivalente de folato,mcg,"58,4",BRC0224K,Nome não encontrado
Sal de adição,g,"37,0",BRC0224K,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0224K,Nome não encontrado
Gordura de adição,g,-,BRC0224K,Nome não encontrado
Proteína vegetal,g,-,BRC0224K,Nome não encontrado
Proteína animal,g,-,BRC0224K,Nome não encontrado
