componente,unidade,Valor por 100g,Xícara chá (200 mL),codigo_alimento,nome_alimento
Energia,kJ,190,380,BRC0086H,Nome não encontrado
Energia,kcal,45,89,BRC0086H,Nome não encontrado
Umidade,g,"88,5",177,BRC0086H,Nome não encontrado
Carboidrato total,g,"9,17","18,3",BRC0086H,Nome não encontrado
Carboidrato disponível,g,"9,17","18,3",BRC0086H,Nome não encontrado
Proteína,g,"1,61","3,22",BRC0086H,Nome não encontrado
Lipídios,g,"0,19","0,38",BRC0086H,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0086H,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0086H,Nome não encontrado
Cinzas,g,"0,49","0,99",BRC0086H,Nome não encontrado
Colesterol,mg,"17,7","35,3",BRC0086H,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,24",BRC0086H,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,02",BRC0086H,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0086H,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0086H,Nome não encontrado
Cálcio,mg,"66,9",133,BRC0086H,Nome não encontrado
Ferro,mg,"0,13","0,26",BRC0086H,Nome não encontrado
Sódio,mg,"25,2","50,4",BRC0086H,Nome não encontrado
Magnésio,mg,"9,19","18,4",BRC0086H,Nome não encontrado
Fósforo,mg,"43,8","87,6",BRC0086H,Nome não encontrado
Potássio,mg,120,241,BRC0086H,Nome não encontrado
Manganês,mg,"0,13","0,26",BRC0086H,Nome não encontrado
Zinco,mg,"0,19","0,38",BRC0086H,Nome não encontrado
Cobre,mg,"0,02","0,03",BRC0086H,Nome não encontrado
Selênio,mcg,,,BRC0086H,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0086H,Nome não encontrado
Vitamina A (RAE),mcg,"4,23","8,46",BRC0086H,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0086H,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,06",BRC0086H,Nome não encontrado
Tiamina,mg,"0,02","0,05",BRC0086H,Nome não encontrado
Riboflavina,mg,"0,15","0,30",BRC0086H,Nome não encontrado
Niacina,mg,"0,76","1,52",BRC0086H,Nome não encontrado
Vitamina B6,mg,traços,,BRC0086H,Nome não encontrado
Vitamina B12,mcg,"0,26","0,52",BRC0086H,Nome não encontrado
Vitamina C,mg,traços,,BRC0086H,Nome não encontrado
Equivalente de folato,mcg,"3,15","6,29",BRC0086H,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0086H,Nome não encontrado
Açúcar de adição,g,"6,00","12,0",BRC0086H,Nome não encontrado
Gordura de adição,g,-,-,BRC0086H,Nome não encontrado
Proteína vegetal,g,-,-,BRC0086H,Nome não encontrado
Proteína animal,g,-,-,BRC0086H,Nome não encontrado
