componente,unidade,Valor por 100g,Colher sopa rasa (6 g),codigo_alimento,nome_alimento
Energia,kJ,36,2,BRC0014L,Nome não encontrado
Energia,kcal,8,0,BRC0014L,Nome não encontrado
Umidade,g,"89,4","5,36",BRC0014L,Nome não encontrado
Carboidrato total,g,"1,85","0,11",BRC0014L,Nome não encontrado
Carboidrato disponível,g,"1,41","0,08",BRC0014L,Nome não encontrado
Proteína,g,"0,47","0,03",BRC0014L,Nome não encontrado
Lipídios,g,"0,01","0,00",BRC0014L,Nome não encontrado
Fibra alimentar,g,"0,44","0,03",BRC0014L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0014L,Nome não encontrado
Cinzas,g,"8,28","0,50",BRC0014L,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0014L,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0014L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0014L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0014L,Nome não encontrado
Ácidos graxos trans,g,-,-,BRC0014L,Nome não encontrado
Cálcio,mg,"23,3","1,40",BRC0014L,Nome não encontrado
Ferro,mg,"0,51","0,03",BRC0014L,Nome não encontrado
Sódio,mg,2795,167,BRC0014L,Nome não encontrado
Magnésio,mg,"5,29","0,32",BRC0014L,Nome não encontrado
Fósforo,mg,"11,6","0,70",BRC0014L,Nome não encontrado
Potássio,mg,152,"9,14",BRC0014L,Nome não encontrado
Manganês,mg,,,BRC0014L,Nome não encontrado
Zinco,mg,"0,12","0,01",BRC0014L,Nome não encontrado
Cobre,mg,,,BRC0014L,Nome não encontrado
Selênio,mcg,,,BRC0014L,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0014L,Nome não encontrado
Vitamina A (RAE),mcg,"0,11","0,01",BRC0014L,Nome não encontrado
Vitamina D,mcg,,,BRC0014L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0014L,Nome não encontrado
Tiamina,mg,"0,04","0,00",BRC0014L,Nome não encontrado
Riboflavina,mg,"0,09","0,01",BRC0014L,Nome não encontrado
Niacina,mg,"0,27","0,02",BRC0014L,Nome não encontrado
Vitamina B6,mg,"0,17","0,01",BRC0014L,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0014L,Nome não encontrado
Vitamina C,mg,"79,1","4,75",BRC0014L,Nome não encontrado
Equivalente de folato,mcg,"6,35","0,38",BRC0014L,Nome não encontrado
Sal de adição,g,,,BRC0014L,Nome não encontrado
Açúcar de adição,g,,,BRC0014L,Nome não encontrado
Gordura de adição,g,,,BRC0014L,Nome não encontrado
Proteína vegetal,g,,,BRC0014L,Nome não encontrado
Proteína animal,g,,,BRC0014L,Nome não encontrado
