componente,unidade,Valor por 100g,Porção Média (45 g),codigo_alimento,nome_alimento
Energia,kJ,1424,640,BRC0487A,Nome não encontrado
Energia,kcal,338,152,BRC0487A,Nome não encontrado
Umidade,g,"27,7","12,5",BRC0487A,Nome não encontrado
Carboidrato total,g,"48,3","21,7",BRC0487A,Nome não encontrado
Carboidrato disponível,g,"47,8","21,5",BRC0487A,Nome não encontrado
Proteína,g,"10,9","4,92",BRC0487A,Nome não encontrado
Lipídios,g,"11,4","5,13",BRC0487A,Nome não encontrado
Fibra alimentar,g,"0,47","0,21",BRC0487A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0487A,Nome não encontrado
Cinzas,g,"1,74","0,78",BRC0487A,Nome não encontrado
Colesterol,mg,"21,2","9,52",BRC0487A,Nome não encontrado
Ácidos graxos saturados,g,"5,13","2,31",BRC0487A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,92","1,31",BRC0487A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,65","0,74",BRC0487A,Nome não encontrado
Ácidos graxos trans,g,"0,36","0,16",BRC0487A,Nome não encontrado
Cálcio,mg,142,"64,3",BRC0487A,Nome não encontrado
Ferro,mg,"3,12","1,40",BRC0487A,Nome não encontrado
Sódio,mg,589,265,BRC0487A,Nome não encontrado
Magnésio,mg,"58,9","26,5",BRC0487A,Nome não encontrado
Fósforo,mg,206,"92,9",BRC0487A,Nome não encontrado
Potássio,mg,182,"82,2",BRC0487A,Nome não encontrado
Manganês,mg,"1,54","0,69",BRC0487A,Nome não encontrado
Zinco,mg,"1,63","0,73",BRC0487A,Nome não encontrado
Cobre,mg,"0,14","0,06",BRC0487A,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0487A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0487A,Nome não encontrado
Vitamina A (RAE),mcg,"71,0","31,9",BRC0487A,Nome não encontrado
Vitamina D,mcg,"0,12","0,05",BRC0487A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,90","0,41",BRC0487A,Nome não encontrado
Tiamina,mg,"0,08","0,04",BRC0487A,Nome não encontrado
Riboflavina,mg,"0,09","0,04",BRC0487A,Nome não encontrado
Niacina,mg,"0,24","0,11",BRC0487A,Nome não encontrado
Vitamina B6,mg,"0,15","0,07",BRC0487A,Nome não encontrado
Vitamina B12,mcg,"0,10","0,05",BRC0487A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0487A,Nome não encontrado
Equivalente de folato,mcg,"45,6","20,5",BRC0487A,Nome não encontrado
Sal de adição,g,,,BRC0487A,Nome não encontrado
Açúcar de adição,g,,,BRC0487A,Nome não encontrado
Gordura de adição,g,-,-,BRC0487A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0487A,Nome não encontrado
Proteína animal,g,-,-,BRC0487A,Nome não encontrado
