componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,961,240,BRC0033L,Nome não encontrado
Energia,kcal,231,57,BRC0033L,Nome não encontrado
Umidade,g,"58,1","14,5",BRC0033L,Nome não encontrado
Carboidrato total,g,"3,88","0,97",BRC0033L,Nome não encontrado
Carboidrato disponível,g,"3,28","0,82",BRC0033L,Nome não encontrado
Proteína,g,"15,5","3,88",BRC0033L,Nome não encontrado
Lipídios,g,"17,2","4,30",BRC0033L,Nome não encontrado
Fibra alimentar,g,"0,59","0,15",BRC0033L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0033L,Nome não encontrado
Cinzas,g,"5,37","1,34",BRC0033L,Nome não encontrado
Colesterol,mg,"50,9","12,7",BRC0033L,Nome não encontrado
Ácidos graxos saturados,g,"2,98","0,75",BRC0033L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,47","1,87",BRC0033L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,00","1,50",BRC0033L,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,01",BRC0033L,Nome não encontrado
Cálcio,mg,129,"32,3",BRC0033L,Nome não encontrado
Ferro,mg,"2,54","0,64",BRC0033L,Nome não encontrado
Sódio,mg,"3,00","0,75",BRC0033L,Nome não encontrado
Magnésio,mg,"40,9","10,2",BRC0033L,Nome não encontrado
Fósforo,mg,148,"37,0",BRC0033L,Nome não encontrado
Potássio,mg,337,"84,3",BRC0033L,Nome não encontrado
Manganês,mg,"0,11","0,03",BRC0033L,Nome não encontrado
Zinco,mg,"1,41","0,35",BRC0033L,Nome não encontrado
Cobre,mg,"0,21","0,05",BRC0033L,Nome não encontrado
Selênio,mcg,"2,20","0,55",BRC0033L,Nome não encontrado
Vitamina A (RE),mcg,"3,16","0,79",BRC0033L,Nome não encontrado
Vitamina A (RAE),mcg,"8,88","2,22",BRC0033L,Nome não encontrado
Vitamina D,mcg,"0,89","0,22",BRC0033L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"3,53","0,88",BRC0033L,Nome não encontrado
Tiamina,mg,"0,14","0,04",BRC0033L,Nome não encontrado
Riboflavina,mg,"0,20","0,05",BRC0033L,Nome não encontrado
Niacina,mg,"10,1","2,53",BRC0033L,Nome não encontrado
Vitamina B6,mg,"0,13","0,03",BRC0033L,Nome não encontrado
Vitamina B12,mcg,"0,46","0,12",BRC0033L,Nome não encontrado
Vitamina C,mg,"5,95","1,49",BRC0033L,Nome não encontrado
Equivalente de folato,mcg,"9,62","2,41",BRC0033L,Nome não encontrado
Sal de adição,g,"3,25","0,81",BRC0033L,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0033L,Nome não encontrado
Gordura de adição,g,"11,9","2,98",BRC0033L,Nome não encontrado
Proteína vegetal,g,"0,76","0,19",BRC0033L,Nome não encontrado
Proteína animal,g,"14,7","3,68",BRC0033L,Nome não encontrado
