componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,194,466,320,BRC0249C,Nome não encontrado
Energia,kcal,46,109,75,BRC0249C,Nome não encontrado
Umidade,g,"88,4",212,145,BRC0249C,Nome não encontrado
Carboidrato total,g,"11,1","26,7","18,4",BRC0249C,Nome não encontrado
Carboidrato disponível,g,"11,0","26,4","18,2",BRC0249C,Nome não encontrado
Proteína,g,"0,25","0,61","0,42",BRC0249C,Nome não encontrado
Lipídios,g,"0,05","0,12","0,08",BRC0249C,Nome não encontrado
Fibra alimentar,g,"0,13","0,30","0,21",BRC0249C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0249C,Nome não encontrado
Cinzas,g,"0,16","0,39","0,27",BRC0249C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0249C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,02",BRC0249C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,01","0,00",BRC0249C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,01","0,00",BRC0249C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0249C,Nome não encontrado
Cálcio,mg,"2,92","7,00","4,81",BRC0249C,Nome não encontrado
Ferro,mg,"0,01","0,03","0,02",BRC0249C,Nome não encontrado
Sódio,mg,"1,00","2,40","1,65",BRC0249C,Nome não encontrado
Magnésio,mg,"3,28","7,86","5,41",BRC0249C,Nome não encontrado
Fósforo,mg,"5,46","13,1","9,01",BRC0249C,Nome não encontrado
Potássio,mg,"70,3",168,115,BRC0249C,Nome não encontrado
Manganês,mg,"9,00","21,6","14,9",BRC0249C,Nome não encontrado
Zinco,mg,traços,traços,traços,BRC0249C,Nome não encontrado
Cobre,mg,"0,01","0,01","0,01",BRC0249C,Nome não encontrado
Selênio,mcg,"0,14","0,35","0,24",BRC0249C,Nome não encontrado
Vitamina A (RE),mcg,"0,60","1,44","0,99",BRC0249C,Nome não encontrado
Vitamina A (RAE),mcg,"0,30","0,72","0,50",BRC0249C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0249C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,07","0,05",BRC0249C,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0249C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0249C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0249C,Nome não encontrado
Vitamina B6,mg,"0,00","0,00","0,00",BRC0249C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0249C,Nome não encontrado
Vitamina C,mg,"22,1","53,1","36,5",BRC0249C,Nome não encontrado
Equivalente de folato,mcg,"6,90","16,6","11,4",BRC0249C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0249C,Nome não encontrado
Açúcar de adição,g,,,,BRC0249C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0249C,Nome não encontrado
Proteína vegetal,g,"0,25","0,61","0,42",BRC0249C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0249C,Nome não encontrado
