componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,427,234,170,BRC0994A,Nome não encontrado
Energia,kcal,101,55,40,BRC0994A,Nome não encontrado
Umidade,g,"73,9","40,7","29,6",BRC0994A,Nome não encontrado
Carboidrato total,g,"21,3","11,7","8,54",BRC0994A,Nome não encontrado
Carboidrato disponível,g,"19,5","10,7","7,82",BRC0994A,Nome não encontrado
Proteína,g,"3,99","2,19","1,60",BRC0994A,Nome não encontrado
Lipídios,g,"0,34","0,19","0,14",BRC0994A,Nome não encontrado
Fibra alimentar,g,"1,80","0,99","0,72",BRC0994A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0994A,Nome não encontrado
Cinzas,g,"0,40","0,22","0,16",BRC0994A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0994A,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,03","0,02",BRC0994A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,05","0,03","0,02",BRC0994A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,21","0,12","0,09",BRC0994A,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0994A,Nome não encontrado
Cálcio,mg,"3,00","1,65","1,20",BRC0994A,Nome não encontrado
Ferro,mg,"0,60","0,33","0,24",BRC0994A,Nome não encontrado
Sódio,mg,"3,00","1,65","1,20",BRC0994A,Nome não encontrado
Magnésio,mg,"32,0","17,6","12,8",BRC0994A,Nome não encontrado
Fósforo,mg,"82,0","45,1","32,8",BRC0994A,Nome não encontrado
Potássio,mg,101,"55,6","40,4",BRC0994A,Nome não encontrado
Manganês,mg,"0,28","0,16","0,11",BRC0994A,Nome não encontrado
Zinco,mg,"1,34","0,74","0,54",BRC0994A,Nome não encontrado
Cobre,mg,"0,12","0,07","0,05",BRC0994A,Nome não encontrado
Selênio,mcg,"0,80","0,44","0,32",BRC0994A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0994A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0994A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0994A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,24","0,13","0,10",BRC0994A,Nome não encontrado
Tiamina,mg,"0,05","0,03","0,02",BRC0994A,Nome não encontrado
Riboflavina,mg,"0,09","0,05","0,03",BRC0994A,Nome não encontrado
Niacina,mg,"1,29","0,71","0,51",BRC0994A,Nome não encontrado
Vitamina B6,mg,"0,14","0,07","0,05",BRC0994A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0994A,Nome não encontrado
Vitamina C,mg,"0,00","0,00","0,00",BRC0994A,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00","0,00",BRC0994A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0994A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0994A,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0994A,Nome não encontrado
Proteína vegetal,g,"3,99","2,19","1,60",BRC0994A,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0994A,Nome não encontrado
