componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,116,28,20,BRC0475B,Nome não encontrado
Energia,kcal,28,6,4,BRC0475B,Nome não encontrado
Umidade,g,"92,1","23,0","16,6",BRC0475B,Nome não encontrado
Carboidrato total,g,"5,85","1,46","1,05",BRC0475B,Nome não encontrado
Carboidrato disponível,g,"3,98","0,99","0,72",BRC0475B,Nome não encontrado
Proteína,g,"1,25","0,31","0,23",BRC0475B,Nome não encontrado
Lipídios,g,"0,32","0,08","0,06",BRC0475B,Nome não encontrado
Fibra alimentar,g,"1,88","0,47","0,34",BRC0475B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0475B,Nome não encontrado
Cinzas,g,"0,52","0,13","0,09",BRC0475B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0475B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01","0,01",BRC0475B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0475B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,02","0,01",BRC0475B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0475B,Nome não encontrado
Cálcio,mg,"9,39","2,35","1,69",BRC0475B,Nome não encontrado
Ferro,mg,"0,40","0,10","0,07",BRC0475B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0475B,Nome não encontrado
Magnésio,mg,"10,6","2,66","1,92",BRC0475B,Nome não encontrado
Fósforo,mg,"21,9","5,47","3,94",BRC0475B,Nome não encontrado
Potássio,mg,216,"54,1","38,9",BRC0475B,Nome não encontrado
Manganês,mg,"0,08","0,02","0,01",BRC0475B,Nome não encontrado
Zinco,mg,"0,15","0,04","0,03",BRC0475B,Nome não encontrado
Cobre,mg,"0,04","0,01","0,01",BRC0475B,Nome não encontrado
Selênio,mcg,"0,21","0,05","0,04",BRC0475B,Nome não encontrado
Vitamina A (RE),mcg,"31,3","7,83","5,64",BRC0475B,Nome não encontrado
Vitamina A (RAE),mcg,"15,7","3,92","2,82",BRC0475B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0475B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,67","0,42","0,30",BRC0475B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,01",BRC0475B,Nome não encontrado
Riboflavina,mg,"0,03","0,01","0,01",BRC0475B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0475B,Nome não encontrado
Vitamina B6,mg,"0,05","0,01","0,01",BRC0475B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0475B,Nome não encontrado
Vitamina C,mg,157,"39,3","28,3",BRC0475B,Nome não encontrado
Equivalente de folato,mcg,"18,1","4,53","3,26",BRC0475B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0475B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0475B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0475B,Nome não encontrado
Proteína vegetal,g,"1,25","0,31","0,23",BRC0475B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0475B,Nome não encontrado
