componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,29,70,48,BRC0143C,Nome não encontrado
Energia,kcal,7,16,11,BRC0143C,Nome não encontrado
Umidade,g,"98,4",236,162,BRC0143C,Nome não encontrado
Carboidrato total,g,"1,16","2,79","1,92",BRC0143C,Nome não encontrado
Carboidrato disponível,g,"1,05","2,53","1,74",BRC0143C,Nome não encontrado
Proteína,g,"0,19","0,45","0,31",BRC0143C,Nome não encontrado
Lipídios,g,"0,20","0,48","0,33",BRC0143C,Nome não encontrado
Fibra alimentar,g,"0,11","0,26","0,18",BRC0143C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0143C,Nome não encontrado
Cinzas,g,"0,08","0,18","0,12",BRC0143C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0143C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,05","0,03",BRC0143C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,06","0,04",BRC0143C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,09","0,21","0,15",BRC0143C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0143C,Nome não encontrado
Cálcio,mg,"0,51","1,22","0,84",BRC0143C,Nome não encontrado
Ferro,mg,"0,05","0,13","0,09",BRC0143C,Nome não encontrado
Sódio,mg,"0,15","0,36","0,25",BRC0143C,Nome não encontrado
Magnésio,mg,"2,11","5,07","3,48",BRC0143C,Nome não encontrado
Fósforo,mg,"4,80","11,5","7,92",BRC0143C,Nome não encontrado
Potássio,mg,"32,1","76,9","52,9",BRC0143C,Nome não encontrado
Manganês,mg,"0,01","0,03","0,02",BRC0143C,Nome não encontrado
Zinco,mg,"0,04","0,09","0,06",BRC0143C,Nome não encontrado
Cobre,mg,"0,02","0,04","0,03",BRC0143C,Nome não encontrado
Selênio,mcg,"0,08","0,18","0,13",BRC0143C,Nome não encontrado
Vitamina A (RE),mcg,"10,3","24,6","16,9",BRC0143C,Nome não encontrado
Vitamina A (RAE),mcg,"5,14","12,3","8,47",BRC0143C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0143C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,01","0,01",BRC0143C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0143C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0143C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0143C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0143C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0143C,Nome não encontrado
Vitamina C,mg,"1,88","4,51","3,10",BRC0143C,Nome não encontrado
Equivalente de folato,mcg,"0,87","2,10","1,44",BRC0143C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0143C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0143C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0143C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0143C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0143C,Nome não encontrado
