componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1640,262,BRC0055R,Nome não encontrado
Energia,kcal,386,61,BRC0055R,Nome não encontrado
Umidade,g,"4,62","0,74",BRC0055R,Nome não encontrado
Carboidrato total,g,"93,9","15,0",BRC0055R,Nome não encontrado
Carboidrato disponível,g,"93,0","14,9",BRC0055R,Nome não encontrado
Proteína,g,,,BRC0055R,Nome não encontrado
Lipídios,g,"1,41","0,23",BRC0055R,Nome não encontrado
Fibra alimentar,g,"0,91","0,15",BRC0055R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0055R,Nome não encontrado
Cinzas,g,"0,11","0,02",BRC0055R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0055R,Nome não encontrado
Ácidos graxos saturados,g,"1,41","0,23",BRC0055R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0055R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0055R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0055R,Nome não encontrado
Cálcio,mg,"7,92","1,27",BRC0055R,Nome não encontrado
Ferro,mg,"0,57","0,09",BRC0055R,Nome não encontrado
Sódio,mg,675,108,BRC0055R,Nome não encontrado
Magnésio,mg,"14,9","2,38",BRC0055R,Nome não encontrado
Fósforo,mg,"34,7","5,55",BRC0055R,Nome não encontrado
Potássio,mg,131,"21,1",BRC0055R,Nome não encontrado
Manganês,mg,,,BRC0055R,Nome não encontrado
Zinco,mg,"0,35","0,06",BRC0055R,Nome não encontrado
Cobre,mg,,,BRC0055R,Nome não encontrado
Selênio,mcg,,,BRC0055R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0055R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0055R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0055R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0055R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0055R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0055R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0055R,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0055R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0055R,Nome não encontrado
Vitamina C,mg,"0,30","0,05",BRC0055R,Nome não encontrado
Equivalente de folato,mcg,"1,98","0,32",BRC0055R,Nome não encontrado
Sal de adição,g,,,BRC0055R,Nome não encontrado
Açúcar de adição,g,,,BRC0055R,Nome não encontrado
Gordura de adição,g,,,BRC0055R,Nome não encontrado
Proteína vegetal,g,,,BRC0055R,Nome não encontrado
Proteína animal,g,,,BRC0055R,Nome não encontrado
