componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (80 g),codigo_alimento,nome_alimento
Energia,kJ,274,219,BRC0077C,Nome não encontrado
Energia,kcal,65,51,BRC0077C,Nome não encontrado
Umidade,g,"82,2","65,7",BRC0077C,Nome não encontrado
Carboidrato total,g,"15,8","12,7",BRC0077C,Nome não encontrado
Carboidrato disponível,g,"13,9","11,1",BRC0077C,Nome não encontrado
Proteína,g,"0,85","0,68",BRC0077C,Nome não encontrado
Lipídios,g,"0,21","0,17",BRC0077C,Nome não encontrado
Fibra alimentar,g,"1,91","1,53",BRC0077C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0077C,Nome não encontrado
Cinzas,g,"0,95","0,76",BRC0077C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0077C,Nome não encontrado
Ácidos graxos saturados,g,traços,traços,BRC0077C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,10","0,08",BRC0077C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0077C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0077C,Nome não encontrado
Cálcio,mg,"40,1","32,1",BRC0077C,Nome não encontrado
Ferro,mg,"0,17","0,14",BRC0077C,Nome não encontrado
Sódio,mg,"4,16","3,33",BRC0077C,Nome não encontrado
Magnésio,mg,"23,5","18,8",BRC0077C,Nome não encontrado
Fósforo,mg,"19,2","15,3",BRC0077C,Nome não encontrado
Potássio,mg,249,199,BRC0077C,Nome não encontrado
Manganês,mg,"0,09","0,07",BRC0077C,Nome não encontrado
Zinco,mg,"0,13","0,10",BRC0077C,Nome não encontrado
Cobre,mg,"0,04","0,03",BRC0077C,Nome não encontrado
Selênio,mcg,,,BRC0077C,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0077C,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0077C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0077C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0077C,Nome não encontrado
Tiamina,mg,"0,17","0,13",BRC0077C,Nome não encontrado
Riboflavina,mg,"0,12","0,10",BRC0077C,Nome não encontrado
Niacina,mg,traços,traços,BRC0077C,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC0077C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0077C,Nome não encontrado
Vitamina C,mg,"19,1","15,3",BRC0077C,Nome não encontrado
Equivalente de folato,mcg,,,BRC0077C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0077C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0077C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0077C,Nome não encontrado
Proteína vegetal,g,"0,85","0,68",BRC0077C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0077C,Nome não encontrado
