componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1159,BRC0880A,Nome não encontrado
Energia,kcal,276,BRC0880A,Nome não encontrado
Umidade,g,"42,2",BRC0880A,Nome não encontrado
Carboidrato total,g,"28,0",BRC0880A,Nome não encontrado
Carboidrato disponível,g,"26,8",BRC0880A,Nome não encontrado
Proteína,g,"15,0",BRC0880A,Nome não encontrado
Lipídios,g,"11,8",BRC0880A,Nome não encontrado
Fibra alimentar,g,"1,19",BRC0880A,Nome não encontrado
Álcool,g,"0,00",BRC0880A,Nome não encontrado
Cinzas,g,"2,88",BRC0880A,Nome não encontrado
Colesterol,mg,"41,0",BRC0880A,Nome não encontrado
Ácidos graxos saturados,g,"3,45",BRC0880A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,48",BRC0880A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,13",BRC0880A,Nome não encontrado
Ácidos graxos trans,g,"0,13",BRC0880A,Nome não encontrado
Cálcio,mg,"12,4",BRC0880A,Nome não encontrado
Ferro,mg,"2,55",BRC0880A,Nome não encontrado
Sódio,mg,1059,BRC0880A,Nome não encontrado
Magnésio,mg,"23,4",BRC0880A,Nome não encontrado
Fósforo,mg,170,BRC0880A,Nome não encontrado
Potássio,mg,264,BRC0880A,Nome não encontrado
Manganês,mg,"0,39",BRC0880A,Nome não encontrado
Zinco,mg,"2,30",BRC0880A,Nome não encontrado
Cobre,mg,"0,12",BRC0880A,Nome não encontrado
Selênio,mcg,"3,32",BRC0880A,Nome não encontrado
Vitamina A (RE),mcg,"0,93",BRC0880A,Nome não encontrado
Vitamina A (RAE),mcg,"0,93",BRC0880A,Nome não encontrado
Vitamina D,mcg,"0,56",BRC0880A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,44",BRC0880A,Nome não encontrado
Tiamina,mg,"0,33",BRC0880A,Nome não encontrado
Riboflavina,mg,"0,35",BRC0880A,Nome não encontrado
Niacina,mg,"4,25",BRC0880A,Nome não encontrado
Vitamina B6,mg,"0,29",BRC0880A,Nome não encontrado
Vitamina B12,mcg,"0,46",BRC0880A,Nome não encontrado
Vitamina C,mg,"0,00",BRC0880A,Nome não encontrado
Equivalente de folato,mcg,"68,4",BRC0880A,Nome não encontrado
Sal de adição,g,,BRC0880A,Nome não encontrado
Açúcar de adição,g,,BRC0880A,Nome não encontrado
Gordura de adição,g,-,BRC0880A,Nome não encontrado
Proteína vegetal,g,-,BRC0880A,Nome não encontrado
Proteína animal,g,-,BRC0880A,Nome não encontrado
