componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,1074,1073,BRC0639A,Nome não encontrado
Energia,kcal,257,257,BRC0639A,Nome não encontrado
Umidade,g,"51,7","51,7",BRC0639A,Nome não encontrado
Carboidrato total,g,"14,0","14,0",BRC0639A,Nome não encontrado
Carboidrato disponível,g,"13,4","13,4",BRC0639A,Nome não encontrado
Proteína,g,"16,6","16,6",BRC0639A,Nome não encontrado
Lipídios,g,"15,1","15,1",BRC0639A,Nome não encontrado
Fibra alimentar,g,"0,66","0,66",BRC0639A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0639A,Nome não encontrado
Cinzas,g,"2,57","2,57",BRC0639A,Nome não encontrado
Colesterol,mg,"55,3","55,3",BRC0639A,Nome não encontrado
Ácidos graxos saturados,g,"8,78","8,78",BRC0639A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,73","3,73",BRC0639A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,34","0,34",BRC0639A,Nome não encontrado
Ácidos graxos trans,g,"0,51","0,51",BRC0639A,Nome não encontrado
Cálcio,mg,468,468,BRC0639A,Nome não encontrado
Ferro,mg,"0,94","0,94",BRC0639A,Nome não encontrado
Sódio,mg,386,386,BRC0639A,Nome não encontrado
Magnésio,mg,"15,1","15,1",BRC0639A,Nome não encontrado
Fósforo,mg,294,294,BRC0639A,Nome não encontrado
Potássio,mg,"62,6","62,6",BRC0639A,Nome não encontrado
Manganês,mg,"0,10","0,10",BRC0639A,Nome não encontrado
Zinco,mg,"2,33","2,33",BRC0639A,Nome não encontrado
Cobre,mg,"0,07","0,07",BRC0639A,Nome não encontrado
Selênio,mcg,"1,33","1,33",BRC0639A,Nome não encontrado
Vitamina A (RE),mcg,"2,54","2,54",BRC0639A,Nome não encontrado
Vitamina A (RAE),mcg,"2,54","2,54",BRC0639A,Nome não encontrado
Vitamina D,mcg,"0,06","0,06",BRC0639A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,16","0,16",BRC0639A,Nome não encontrado
Tiamina,mg,"0,02","0,02",BRC0639A,Nome não encontrado
Riboflavina,mg,"0,12","0,12",BRC0639A,Nome não encontrado
Niacina,mg,"1,58","1,58",BRC0639A,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0639A,Nome não encontrado
Vitamina B12,mcg,"1,48","1,48",BRC0639A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0639A,Nome não encontrado
Equivalente de folato,mcg,"40,0","40,0",BRC0639A,Nome não encontrado
Sal de adição,g,,,BRC0639A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0639A,Nome não encontrado
Gordura de adição,g,-,-,BRC0639A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0639A,Nome não encontrado
Proteína animal,g,-,-,BRC0639A,Nome não encontrado
