componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,701,700,BRC0628A,Nome não encontrado
Energia,kcal,166,165,BRC0628A,Nome não encontrado
Umidade,g,"59,7","59,7",BRC0628A,Nome não encontrado
Carboidrato total,g,"29,3","29,3",BRC0628A,Nome não encontrado
Carboidrato disponível,g,"27,9","27,9",BRC0628A,Nome não encontrado
Proteína,g,"7,77","7,77",BRC0628A,Nome não encontrado
Lipídios,g,"2,25","2,25",BRC0628A,Nome não encontrado
Fibra alimentar,g,"1,49","1,49",BRC0628A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0628A,Nome não encontrado
Cinzas,g,"0,98","0,98",BRC0628A,Nome não encontrado
Colesterol,mg,"24,1","24,1",BRC0628A,Nome não encontrado
Ácidos graxos saturados,g,"0,97","0,97",BRC0628A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,78","0,78",BRC0628A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,41","0,41",BRC0628A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,02",BRC0628A,Nome não encontrado
Cálcio,mg,"9,55","9,55",BRC0628A,Nome não encontrado
Ferro,mg,"1,98","1,98",BRC0628A,Nome não encontrado
Sódio,mg,224,224,BRC0628A,Nome não encontrado
Magnésio,mg,"5,05","5,05",BRC0628A,Nome não encontrado
Fósforo,mg,"58,1","58,1",BRC0628A,Nome não encontrado
Potássio,mg,"80,6","80,6",BRC0628A,Nome não encontrado
Manganês,mg,"0,18","0,18",BRC0628A,Nome não encontrado
Zinco,mg,"1,12","1,12",BRC0628A,Nome não encontrado
Cobre,mg,"0,07","0,07",BRC0628A,Nome não encontrado
Selênio,mcg,"3,44","3,44",BRC0628A,Nome não encontrado
Vitamina A (RE),mcg,"5,98","5,98",BRC0628A,Nome não encontrado
Vitamina A (RAE),mcg,"5,97","5,97",BRC0628A,Nome não encontrado
Vitamina D,mcg,"0,08","0,08",BRC0628A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,14","0,14",BRC0628A,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0628A,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0628A,Nome não encontrado
Niacina,mg,"3,95","3,95",BRC0628A,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0628A,Nome não encontrado
Vitamina B12,mcg,"0,36","0,36",BRC0628A,Nome não encontrado
Vitamina C,mg,"0,04","0,04",BRC0628A,Nome não encontrado
Equivalente de folato,mcg,"80,3","80,3",BRC0628A,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0628A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0628A,Nome não encontrado
Gordura de adição,g,-,-,BRC0628A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0628A,Nome não encontrado
Proteína animal,g,-,-,BRC0628A,Nome não encontrado
