componente,unidade,Valor por 100g,Colher sopa cheia (14 g),Colher sopa rasa (8 g),codigo_alimento,nome_alimento
Energia,kJ,170,23,13,BRC0238B,Nome não encontrado
Energia,kcal,41,5,3,BRC0238B,Nome não encontrado
Umidade,g,"87,5","12,3","7,00",BRC0238B,Nome não encontrado
Carboidrato total,g,"6,82","0,95","0,55",BRC0238B,Nome não encontrado
Carboidrato disponível,g,"1,78","0,25","0,14",BRC0238B,Nome não encontrado
Proteína,g,"3,24","0,45","0,26",BRC0238B,Nome não encontrado
Lipídios,g,"1,19","0,17","0,10",BRC0238B,Nome não encontrado
Fibra alimentar,g,"5,04","0,71","0,40",BRC0238B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0238B,Nome não encontrado
Cinzas,g,"1,23","0,17","0,10",BRC0238B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0238B,Nome não encontrado
Ácidos graxos saturados,g,"0,26","0,04","0,02",BRC0238B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,13","0,02","0,01",BRC0238B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,51","0,07","0,04",BRC0238B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0238B,Nome não encontrado
Cálcio,mg,110,"15,4","8,81",BRC0238B,Nome não encontrado
Ferro,mg,"1,62","0,23","0,13",BRC0238B,Nome não encontrado
Sódio,mg,128,"18,0","10,3",BRC0238B,Nome não encontrado
Magnésio,mg,"20,1","2,81","1,60",BRC0238B,Nome não encontrado
Fósforo,mg,"53,7","7,52","4,30",BRC0238B,Nome não encontrado
Potássio,mg,164,"23,0","13,1",BRC0238B,Nome não encontrado
Manganês,mg,"0,67","0,09","0,05",BRC0238B,Nome não encontrado
Zinco,mg,"0,54","0,08","0,04",BRC0238B,Nome não encontrado
Cobre,mg,"0,17","0,02","0,01",BRC0238B,Nome não encontrado
Selênio,mcg,"0,40","0,06","0,03",BRC0238B,Nome não encontrado
Vitamina A (RE),mcg,990,138,"79,2",BRC0238B,Nome não encontrado
Vitamina A (RAE),mcg,495,"69,3","39,6",BRC0238B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0238B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"3,25","0,46","0,26",BRC0238B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0238B,Nome não encontrado
Riboflavina,mg,"0,08","0,01","0,01",BRC0238B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0238B,Nome não encontrado
Vitamina B6,mg,"0,07","0,01","0,01",BRC0238B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0238B,Nome não encontrado
Vitamina C,mg,"8,12","1,14","0,65",BRC0238B,Nome não encontrado
Equivalente de folato,mcg,"53,4","7,48","4,28",BRC0238B,Nome não encontrado
Sal de adição,g,"0,32","0,04","0,03",BRC0238B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0238B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0238B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0238B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0238B,Nome não encontrado
