componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,548,BRC0279C,Nome não encontrado
Energia,kcal,129,BRC0279C,Nome não encontrado
Umidade,g,"66,0",BRC0279C,Nome não encontrado
Carboidrato total,g,"31,4",BRC0279C,Nome não encontrado
Carboidrato disponível,g,"29,1",BRC0279C,Nome não encontrado
Proteína,g,"1,54",BRC0279C,Nome não encontrado
Lipídios,g,"0,25",BRC0279C,Nome não encontrado
Fibra alimentar,g,"2,30",BRC0279C,Nome não encontrado
Álcool,g,"0,00",BRC0279C,Nome não encontrado
Cinzas,g,"0,87",BRC0279C,Nome não encontrado
Colesterol,mg,"0,00",BRC0279C,Nome não encontrado
Ácidos graxos saturados,g,"0,08",BRC0279C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00",BRC0279C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,01",BRC0279C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0279C,Nome não encontrado
Cálcio,mg,"4,43",BRC0279C,Nome não encontrado
Ferro,mg,"0,36",BRC0279C,Nome não encontrado
Sódio,mg,"0,00",BRC0279C,Nome não encontrado
Magnésio,mg,"32,7",BRC0279C,Nome não encontrado
Fósforo,mg,"29,3",BRC0279C,Nome não encontrado
Potássio,mg,328,BRC0279C,Nome não encontrado
Manganês,mg,"0,50",BRC0279C,Nome não encontrado
Zinco,mg,"0,20",BRC0279C,Nome não encontrado
Cobre,mg,"0,08",BRC0279C,Nome não encontrado
Selênio,mcg,"0,09",BRC0279C,Nome não encontrado
Vitamina A (RE),mcg,"66,7",BRC0279C,Nome não encontrado
Vitamina A (RAE),mcg,"33,4",BRC0279C,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0279C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07",BRC0279C,Nome não encontrado
Tiamina,mg,"0,01",BRC0279C,Nome não encontrado
Riboflavina,mg,"0,01",BRC0279C,Nome não encontrado
Niacina,mg,"0,00",BRC0279C,Nome não encontrado
Vitamina B6,mg,"0,14",BRC0279C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0279C,Nome não encontrado
Vitamina C,mg,"11,4",BRC0279C,Nome não encontrado
Equivalente de folato,mcg,"16,3",BRC0279C,Nome não encontrado
Sal de adição,g,"0,00",BRC0279C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0279C,Nome não encontrado
Gordura de adição,g,-,BRC0279C,Nome não encontrado
Proteína vegetal,g,-,BRC0279C,Nome não encontrado
Proteína animal,g,-,BRC0279C,Nome não encontrado
