componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,1631,244,BRC0062R,Nome não encontrado
Energia,kcal,384,57,BRC0062R,Nome não encontrado
Umidade,g,"4,01","0,60",BRC0062R,Nome não encontrado
Carboidrato total,g,"95,7","14,4",BRC0062R,Nome não encontrado
Carboidrato disponível,g,"95,7","14,4",BRC0062R,Nome não encontrado
Proteína,g,"0,28","0,04",BRC0062R,Nome não encontrado
Lipídios,g,"0,00","0,00",BRC0062R,Nome não encontrado
Fibra alimentar,g,,,BRC0062R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0062R,Nome não encontrado
Cinzas,g,"0,04","0,01",BRC0062R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0062R,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0062R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0062R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0062R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0062R,Nome não encontrado
Cálcio,mg,"21,6","3,24",BRC0062R,Nome não encontrado
Ferro,mg,"1,70","0,26",BRC0062R,Nome não encontrado
Sódio,mg,"1,08","0,16",BRC0062R,Nome não encontrado
Magnésio,mg,"1,08","0,16",BRC0062R,Nome não encontrado
Fósforo,mg,"7,55","1,13",BRC0062R,Nome não encontrado
Potássio,mg,"11,9","1,78",BRC0062R,Nome não encontrado
Manganês,mg,,,BRC0062R,Nome não encontrado
Zinco,mg,"0,13","0,02",BRC0062R,Nome não encontrado
Cobre,mg,,,BRC0062R,Nome não encontrado
Selênio,mcg,,,BRC0062R,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0062R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0062R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0062R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0062R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0062R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0062R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0062R,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0062R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0062R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0062R,Nome não encontrado
Equivalente de folato,mcg,"4,31","0,65",BRC0062R,Nome não encontrado
Sal de adição,g,,,BRC0062R,Nome não encontrado
Açúcar de adição,g,,,BRC0062R,Nome não encontrado
Gordura de adição,g,,,BRC0062R,Nome não encontrado
Proteína vegetal,g,,,BRC0062R,Nome não encontrado
Proteína animal,g,,,BRC0062R,Nome não encontrado
