componente,unidade,Valor por 100g,Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,1639,163,BRC0098N,Nome não encontrado
Energia,kcal,387,38,BRC0098N,Nome não encontrado
Umidade,g,"4,40","0,44",BRC0098N,Nome não encontrado
Carboidrato total,g,"65,0","6,50",BRC0098N,Nome não encontrado
Carboidrato disponível,g,"65,1","6,51",BRC0098N,Nome não encontrado
Proteína,g,"23,8","2,38",BRC0098N,Nome não encontrado
Lipídios,g,"3,50","0,35",BRC0098N,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0098N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0098N,Nome não encontrado
Cinzas,g,"3,30","0,33",BRC0098N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0098N,Nome não encontrado
Ácidos graxos saturados,g,"2,25","0,23",BRC0098N,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0098N,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0098N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0098N,Nome não encontrado
Cálcio,mg,852,"85,3",BRC0098N,Nome não encontrado
Ferro,mg,"18,0","1,80",BRC0098N,Nome não encontrado
Sódio,mg,295,"29,5",BRC0098N,Nome não encontrado
Magnésio,mg,210,"21,0",BRC0098N,Nome não encontrado
Fósforo,mg,722,"72,3",BRC0098N,Nome não encontrado
Potássio,mg,1315,131,BRC0098N,Nome não encontrado
Manganês,mg,"4,00","0,40",BRC0098N,Nome não encontrado
Zinco,mg,"12,0","1,20",BRC0098N,Nome não encontrado
Cobre,mg,"1,70","0,17",BRC0098N,Nome não encontrado
Selênio,mcg,,,BRC0098N,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0098N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0098N,Nome não encontrado
Vitamina D,mcg,,,BRC0098N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0098N,Nome não encontrado
Tiamina,mg,"2,48","0,25",BRC0098N,Nome não encontrado
Riboflavina,mg,"1,90","0,19",BRC0098N,Nome não encontrado
Niacina,mg,"27,5","2,75",BRC0098N,Nome não encontrado
Vitamina B6,mg,"2,40","0,24",BRC0098N,Nome não encontrado
Vitamina B12,mcg,"3,25","0,33",BRC0098N,Nome não encontrado
Vitamina C,mg,"100,0","10,00",BRC0098N,Nome não encontrado
Equivalente de folato,mcg,380,"38,0",BRC0098N,Nome não encontrado
Sal de adição,g,,,BRC0098N,Nome não encontrado
Açúcar de adição,g,,,BRC0098N,Nome não encontrado
Gordura de adição,g,,,BRC0098N,Nome não encontrado
Proteína vegetal,g,,,BRC0098N,Nome não encontrado
Proteína animal,g,,,BRC0098N,Nome não encontrado
