componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,462,1108,761,BRC0053G,Nome não encontrado
Energia,kcal,110,263,181,BRC0053G,Nome não encontrado
Umidade,g,"76,1",182,125,BRC0053G,Nome não encontrado
Carboidrato total,g,"15,1","36,3","25,0",BRC0053G,Nome não encontrado
Carboidrato disponível,g,"14,3","34,3","23,6",BRC0053G,Nome não encontrado
Proteína,g,"4,11","9,87","6,79",BRC0053G,Nome não encontrado
Lipídios,g,"3,84","9,20","6,33",BRC0053G,Nome não encontrado
Fibra alimentar,g,"0,82","1,96","1,35",BRC0053G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0053G,Nome não encontrado
Cinzas,g,"0,82","1,97","1,36",BRC0053G,Nome não encontrado
Colesterol,mg,"11,9","28,5","19,6",BRC0053G,Nome não encontrado
Ácidos graxos saturados,g,"2,07","4,96","3,41",BRC0053G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,17","2,80","1,93",BRC0053G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,38","0,90","0,62",BRC0053G,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0053G,Nome não encontrado
Cálcio,mg,107,257,176,BRC0053G,Nome não encontrado
Ferro,mg,"0,45","1,08","0,74",BRC0053G,Nome não encontrado
Sódio,mg,"62,1",149,102,BRC0053G,Nome não encontrado
Magnésio,mg,"19,4","46,5","32,0",BRC0053G,Nome não encontrado
Fósforo,mg,"91,6",219,151,BRC0053G,Nome não encontrado
Potássio,mg,156,375,258,BRC0053G,Nome não encontrado
Manganês,mg,"0,16","0,38","0,26",BRC0053G,Nome não encontrado
Zinco,mg,"0,59","1,42","0,97",BRC0053G,Nome não encontrado
Cobre,mg,"0,06","0,13","0,09",BRC0053G,Nome não encontrado
Selênio,mcg,"4,64","11,1","7,65",BRC0053G,Nome não encontrado
Vitamina A (RE),mcg,"47,6",114,"78,6",BRC0053G,Nome não encontrado
Vitamina A (RAE),mcg,"46,8",112,"77,3",BRC0053G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0053G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07","0,18","0,12",BRC0053G,Nome não encontrado
Tiamina,mg,"0,07","0,17","0,12",BRC0053G,Nome não encontrado
Riboflavina,mg,"0,22","0,53","0,36",BRC0053G,Nome não encontrado
Niacina,mg,"1,74","4,19","2,88",BRC0053G,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0053G,Nome não encontrado
Vitamina B12,mcg,"0,34","0,82","0,56",BRC0053G,Nome não encontrado
Vitamina C,mg,"0,08","0,19","0,13",BRC0053G,Nome não encontrado
Equivalente de folato,mcg,"7,72","18,5","12,7",BRC0053G,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0053G,Nome não encontrado
Açúcar de adição,g,"4,00","9,60","6,60",BRC0053G,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0053G,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0053G,Nome não encontrado
Proteína animal,g,-,-,-,BRC0053G,Nome não encontrado
