componente,unidade,Valor por 100g,Colher sopa cheia (35 g),Colher sopa rasa (24 g),codigo_alimento,nome_alimento
Energia,kJ,272,95,65,BRC0322B,Nome não encontrado
Energia,kcal,65,22,15,BRC0322B,Nome não encontrado
Umidade,g,"85,2","29,8","20,4",BRC0322B,Nome não encontrado
Carboidrato total,g,"10,9","3,82","2,62",BRC0322B,Nome não encontrado
Carboidrato disponível,g,"9,62","3,37","2,31",BRC0322B,Nome não encontrado
Proteína,g,"1,60","0,56","0,38",BRC0322B,Nome não encontrado
Lipídios,g,"1,93","0,68","0,46",BRC0322B,Nome não encontrado
Fibra alimentar,g,"1,21","0,42","0,29",BRC0322B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0322B,Nome não encontrado
Cinzas,g,"0,48","0,17","0,12",BRC0322B,Nome não encontrado
Colesterol,mg,"1,98","0,69","0,48",BRC0322B,Nome não encontrado
Ácidos graxos saturados,g,"0,75","0,26","0,18",BRC0322B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,44","0,15","0,11",BRC0322B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,57","0,20","0,14",BRC0322B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0322B,Nome não encontrado
Cálcio,mg,"20,2","7,07","4,85",BRC0322B,Nome não encontrado
Ferro,mg,"0,18","0,06","0,04",BRC0322B,Nome não encontrado
Sódio,mg,"12,8","4,48","3,07",BRC0322B,Nome não encontrado
Magnésio,mg,"6,18","2,16","1,48",BRC0322B,Nome não encontrado
Fósforo,mg,"33,9","11,9","8,14",BRC0322B,Nome não encontrado
Potássio,mg,212,"74,2","50,9",BRC0322B,Nome não encontrado
Manganês,mg,"0,06","0,02","0,01",BRC0322B,Nome não encontrado
Zinco,mg,"0,22","0,08","0,05",BRC0322B,Nome não encontrado
Cobre,mg,"0,05","0,02","0,01",BRC0322B,Nome não encontrado
Selênio,mcg,"0,93","0,33","0,22",BRC0322B,Nome não encontrado
Vitamina A (RE),mcg,"7,94","2,78","1,91",BRC0322B,Nome não encontrado
Vitamina A (RAE),mcg,"7,81","2,73","1,87",BRC0322B,Nome não encontrado
Vitamina D,mcg,"0,19","0,07","0,05",BRC0322B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,20","0,07","0,05",BRC0322B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,01",BRC0322B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0322B,Nome não encontrado
Niacina,mg,"0,23","0,08","0,06",BRC0322B,Nome não encontrado
Vitamina B6,mg,"0,07","0,02","0,02",BRC0322B,Nome não encontrado
Vitamina B12,mcg,"0,06","0,02","0,01",BRC0322B,Nome não encontrado
Vitamina C,mg,"3,19","1,12","0,77",BRC0322B,Nome não encontrado
Equivalente de folato,mcg,"5,29","1,85","1,27",BRC0322B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0322B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0322B,Nome não encontrado
Gordura de adição,g,"1,34","0,47","0,32",BRC0322B,Nome não encontrado
Proteína vegetal,g,"1,09","0,38","0,26",BRC0322B,Nome não encontrado
Proteína animal,g,"0,47","0,16","0,11",BRC0322B,Nome não encontrado
