componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,86,59,BRC0538B,Nome não encontrado
Energia,kcal,20,14,BRC0538B,Nome não encontrado
Umidade,g,"94,1","65,8",BRC0538B,Nome não encontrado
Carboidrato total,g,"4,38","3,06",BRC0538B,Nome não encontrado
Carboidrato disponível,g,"2,79","1,95",BRC0538B,Nome não encontrado
Proteína,g,"0,91","0,64",BRC0538B,Nome não encontrado
Lipídios,g,"0,27","0,19",BRC0538B,Nome não encontrado
Fibra alimentar,g,"1,59","1,11",BRC0538B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0538B,Nome não encontrado
Cinzas,g,"0,38","0,27",BRC0538B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0538B,Nome não encontrado
Ácidos graxos saturados,g,"0,09","0,06",BRC0538B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,01",BRC0538B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,07",BRC0538B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0538B,Nome não encontrado
Cálcio,mg,"7,98","5,59",BRC0538B,Nome não encontrado
Ferro,mg,"0,38","0,26",BRC0538B,Nome não encontrado
Sódio,mg,"0,00","0,00",BRC0538B,Nome não encontrado
Magnésio,mg,"10,00","7,00",BRC0538B,Nome não encontrado
Fósforo,mg,"15,1","10,6",BRC0538B,Nome não encontrado
Potássio,mg,159,111,BRC0538B,Nome não encontrado
Manganês,mg,"0,13","0,09",BRC0538B,Nome não encontrado
Zinco,mg,"0,18","0,13",BRC0538B,Nome não encontrado
Cobre,mg,"0,07","0,05",BRC0538B,Nome não encontrado
Selênio,mcg,"0,20","0,14",BRC0538B,Nome não encontrado
Vitamina A (RE),mcg,"38,3","26,8",BRC0538B,Nome não encontrado
Vitamina A (RAE),mcg,"19,2","13,4",BRC0538B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0538B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,59","0,41",BRC0538B,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0538B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0538B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0538B,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0538B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0538B,Nome não encontrado
Vitamina C,mg,"91,9","64,3",BRC0538B,Nome não encontrado
Equivalente de folato,mcg,"9,72","6,81",BRC0538B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0538B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0538B,Nome não encontrado
Gordura de adição,g,-,-,BRC0538B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0538B,Nome não encontrado
Proteína animal,g,-,-,BRC0538B,Nome não encontrado
