componente,unidade,Valor por 100g,Colher sopa cheia (24 g),Colher sopa rasa (17 g),codigo_alimento,nome_alimento
Energia,kJ,498,119,84,BRC0012B,Nome não encontrado
Energia,kcal,118,28,19,BRC0012B,Nome não encontrado
Umidade,g,"67,1","16,1","11,4",BRC0012B,Nome não encontrado
Carboidrato total,g,"28,7","6,89","4,88",BRC0012B,Nome não encontrado
Carboidrato disponível,g,"25,5","6,12","4,34",BRC0012B,Nome não encontrado
Proteína,g,"1,78","0,43","0,30",BRC0012B,Nome não encontrado
Lipídios,g,"0,23","0,06","0,04",BRC0012B,Nome não encontrado
Fibra alimentar,g,"3,17","0,76","0,54",BRC0012B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0012B,Nome não encontrado
Cinzas,g,"2,24","0,54","0,38",BRC0012B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0012B,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,02","0,01",BRC0012B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0012B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,02","0,01",BRC0012B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0012B,Nome não encontrado
Cálcio,mg,"30,3","7,27","5,15",BRC0012B,Nome não encontrado
Ferro,mg,"0,42","0,10","0,07",BRC0012B,Nome não encontrado
Sódio,mg,"9,46","2,27","1,61",BRC0012B,Nome não encontrado
Magnésio,mg,"26,0","6,25","4,43",BRC0012B,Nome não encontrado
Fósforo,mg,"39,3","9,44","6,69",BRC0012B,Nome não encontrado
Potássio,mg,366,"88,1","62,4",BRC0012B,Nome não encontrado
Manganês,mg,"0,19","0,05","0,03",BRC0012B,Nome não encontrado
Zinco,mg,"0,22","0,05","0,04",BRC0012B,Nome não encontrado
Cobre,mg,"0,12","0,03","0,02",BRC0012B,Nome não encontrado
Selênio,mcg,"0,90","0,22","0,15",BRC0012B,Nome não encontrado
Vitamina A (RE),mcg,715,171,121,BRC0012B,Nome não encontrado
Vitamina A (RAE),mcg,357,"85,9","60,8",BRC0012B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0012B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,20","0,29","0,20",BRC0012B,Nome não encontrado
Tiamina,mg,"0,06","0,01","0,01",BRC0012B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0012B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0012B,Nome não encontrado
Vitamina B6,mg,"0,11","0,03","0,02",BRC0012B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0012B,Nome não encontrado
Vitamina C,mg,"17,8","4,26","3,02",BRC0012B,Nome não encontrado
Equivalente de folato,mcg,"15,9","3,82","2,71",BRC0012B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0012B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0012B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0012B,Nome não encontrado
Proteína vegetal,g,"1,78","0,43","0,30",BRC0012B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0012B,Nome não encontrado
