componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,690,690,BRC0647A,Nome não encontrado
Energia,kcal,163,163,BRC0647A,Nome não encontrado
Umidade,g,"59,8","59,8",BRC0647A,Nome não encontrado
Carboidrato total,g,"27,8","27,8",BRC0647A,Nome não encontrado
Carboidrato disponível,g,"26,4","26,4",BRC0647A,Nome não encontrado
Proteína,g,"9,45","9,45",BRC0647A,Nome não encontrado
Lipídios,g,"1,83","1,83",BRC0647A,Nome não encontrado
Fibra alimentar,g,"1,43","1,43",BRC0647A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0647A,Nome não encontrado
Cinzas,g,"1,03","1,03",BRC0647A,Nome não encontrado
Colesterol,mg,"25,4","25,4",BRC0647A,Nome não encontrado
Ácidos graxos saturados,g,"0,74","0,74",BRC0647A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,63","0,63",BRC0647A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,30",BRC0647A,Nome não encontrado
Ácidos graxos trans,g,traços,traços,BRC0647A,Nome não encontrado
Cálcio,mg,"10,3","10,3",BRC0647A,Nome não encontrado
Ferro,mg,"1,76","1,76",BRC0647A,Nome não encontrado
Sódio,mg,214,214,BRC0647A,Nome não encontrado
Magnésio,mg,"9,85","9,85",BRC0647A,Nome não encontrado
Fósforo,mg,"83,9","83,9",BRC0647A,Nome não encontrado
Potássio,mg,106,106,BRC0647A,Nome não encontrado
Manganês,mg,"0,17","0,17",BRC0647A,Nome não encontrado
Zinco,mg,"0,50","0,50",BRC0647A,Nome não encontrado
Cobre,mg,"0,07","0,07",BRC0647A,Nome não encontrado
Selênio,mcg,"4,72","4,72",BRC0647A,Nome não encontrado
Vitamina A (RE),mcg,"5,66","5,66",BRC0647A,Nome não encontrado
Vitamina A (RAE),mcg,"5,64","5,64",BRC0647A,Nome não encontrado
Vitamina D,mcg,"0,07","0,07",BRC0647A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,18","0,18",BRC0647A,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0647A,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0647A,Nome não encontrado
Niacina,mg,"4,35","4,35",BRC0647A,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0647A,Nome não encontrado
Vitamina B12,mcg,"0,06","0,06",BRC0647A,Nome não encontrado
Vitamina C,mg,"0,13","0,13",BRC0647A,Nome não encontrado
Equivalente de folato,mcg,"76,9","76,9",BRC0647A,Nome não encontrado
Sal de adição,g,"0,07","0,07",BRC0647A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0647A,Nome não encontrado
Gordura de adição,g,"0,36","0,36",BRC0647A,Nome não encontrado
Proteína vegetal,g,"0,05","0,05",BRC0647A,Nome não encontrado
Proteína animal,g,"4,47","4,47",BRC0647A,Nome não encontrado
