componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1698,271,BRC0014R,Nome não encontrado
Energia,kcal,400,64,BRC0014R,Nome não encontrado
Umidade,g,"0,75","0,12",BRC0014R,Nome não encontrado
Carboidrato total,g,"95,8","15,3",BRC0014R,Nome não encontrado
Carboidrato disponível,g,"93,9","15,0",BRC0014R,Nome não encontrado
Proteína,g,"0,38","0,06",BRC0014R,Nome não encontrado
Lipídios,g,"2,17","0,35",BRC0014R,Nome não encontrado
Fibra alimentar,g,"1,86","0,30",BRC0014R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0014R,Nome não encontrado
Cinzas,g,"0,91","0,15",BRC0014R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0014R,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0014R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0014R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0014R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0014R,Nome não encontrado
Cálcio,mg,"25,8","4,13",BRC0014R,Nome não encontrado
Ferro,mg,"0,09","0,01",BRC0014R,Nome não encontrado
Sódio,mg,465,"74,4",BRC0014R,Nome não encontrado
Magnésio,mg,"0,00","0,00",BRC0014R,Nome não encontrado
Fósforo,mg,"1,08","0,17",BRC0014R,Nome não encontrado
Potássio,mg,164,"26,4",BRC0014R,Nome não encontrado
Manganês,mg,,,BRC0014R,Nome não encontrado
Zinco,mg,"0,04","0,01",BRC0014R,Nome não encontrado
Cobre,mg,,,BRC0014R,Nome não encontrado
Selênio,mcg,,,BRC0014R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0014R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0014R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0014R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0014R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0014R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0014R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0014R,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0014R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0014R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0014R,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0014R,Nome não encontrado
Sal de adição,g,,,BRC0014R,Nome não encontrado
Açúcar de adição,g,,,BRC0014R,Nome não encontrado
Gordura de adição,g,,,BRC0014R,Nome não encontrado
Proteína vegetal,g,,,BRC0014R,Nome não encontrado
Proteína animal,g,,,BRC0014R,Nome não encontrado
