componente,unidade,Valor por 100g,Colher servir cheia (30 g),Colher servir rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,236,70,59,BRC0260B,Nome não encontrado
Energia,kcal,56,16,14,BRC0260B,Nome não encontrado
Umidade,g,"87,8","26,3","21,9",BRC0260B,Nome não encontrado
Carboidrato total,g,"6,48","1,94","1,62",BRC0260B,Nome não encontrado
Carboidrato disponível,g,"5,41","1,62","1,35",BRC0260B,Nome não encontrado
Proteína,g,"2,32","0,69","0,58",BRC0260B,Nome não encontrado
Lipídios,g,"2,60","0,78","0,65",BRC0260B,Nome não encontrado
Fibra alimentar,g,"1,07","0,32","0,27",BRC0260B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0260B,Nome não encontrado
Cinzas,g,"0,84","0,25","0,21",BRC0260B,Nome não encontrado
Colesterol,mg,"3,69","1,11","0,92",BRC0260B,Nome não encontrado
Ácidos graxos saturados,g,"1,02","0,31","0,26",BRC0260B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,65","0,20","0,16",BRC0260B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,68","0,20","0,17",BRC0260B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0260B,Nome não encontrado
Cálcio,mg,"62,1","18,6","15,5",BRC0260B,Nome não encontrado
Ferro,mg,"0,20","0,06","0,05",BRC0260B,Nome não encontrado
Sódio,mg,209,"62,8","52,4",BRC0260B,Nome não encontrado
Magnésio,mg,"8,80","2,64","2,20",BRC0260B,Nome não encontrado
Fósforo,mg,"38,7","11,6","9,68",BRC0260B,Nome não encontrado
Potássio,mg,124,"37,3","31,1",BRC0260B,Nome não encontrado
Manganês,mg,"0,13","0,04","0,03",BRC0260B,Nome não encontrado
Zinco,mg,"0,24","0,07","0,06",BRC0260B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,01",BRC0260B,Nome não encontrado
Selênio,mcg,"1,56","0,47","0,39",BRC0260B,Nome não encontrado
Vitamina A (RE),mcg,108,"32,5","27,1",BRC0260B,Nome não encontrado
Vitamina A (RAE),mcg,"63,8","19,1","15,9",BRC0260B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0260B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,91","0,27","0,23",BRC0260B,Nome não encontrado
Tiamina,mg,"0,02","0,00","0,00",BRC0260B,Nome não encontrado
Riboflavina,mg,"0,09","0,03","0,02",BRC0260B,Nome não encontrado
Niacina,mg,"0,45","0,13","0,11",BRC0260B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,01",BRC0260B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0260B,Nome não encontrado
Vitamina C,mg,"6,97","2,09","1,74",BRC0260B,Nome não encontrado
Equivalente de folato,mcg,"24,9","7,46","6,22",BRC0260B,Nome não encontrado
Sal de adição,g,"0,47","0,14","0,12",BRC0260B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0260B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0260B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0260B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0260B,Nome não encontrado
