componente,unidade,Valor por 100g,Colher sopa cheia (35 g),codigo_alimento,nome_alimento
Energia,kJ,1491,521,BRC1040B,Nome não encontrado
Energia,kcal,352,123,BRC1040B,Nome não encontrado
Umidade,g,"6,42","2,25",BRC1040B,Nome não encontrado
Carboidrato total,g,"83,2","29,1",BRC1040B,Nome não encontrado
Carboidrato disponível,g,"77,3","27,1",BRC1040B,Nome não encontrado
Proteína,g,"6,90","2,42",BRC1040B,Nome não encontrado
Lipídios,g,"0,34","0,12",BRC1040B,Nome não encontrado
Fibra alimentar,g,"5,90","2,07",BRC1040B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1040B,Nome não encontrado
Cinzas,g,"3,14","1,10",BRC1040B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC1040B,Nome não encontrado
Ácidos graxos saturados,g,"0,09","0,03",BRC1040B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC1040B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,05",BRC1040B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC1040B,Nome não encontrado
Cálcio,mg,"65,0","22,8",BRC1040B,Nome não encontrado
Ferro,mg,"1,38","0,48",BRC1040B,Nome não encontrado
Sódio,mg,"55,0","19,3",BRC1040B,Nome não encontrado
Magnésio,mg,"65,0","22,8",BRC1040B,Nome não encontrado
Fósforo,mg,168,"58,8",BRC1040B,Nome não encontrado
Potássio,mg,1001,350,BRC1040B,Nome não encontrado
Manganês,mg,"0,31","0,11",BRC1040B,Nome não encontrado
Zinco,mg,"0,54","0,19",BRC1040B,Nome não encontrado
Cobre,mg,197,"69,0",BRC1040B,Nome não encontrado
Selênio,mcg,"1,10","0,39",BRC1040B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC1040B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC1040B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC1040B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,25","0,09",BRC1040B,Nome não encontrado
Tiamina,mg,"0,23","0,08",BRC1040B,Nome não encontrado
Riboflavina,mg,"0,05","0,02",BRC1040B,Nome não encontrado
Niacina,mg,"3,51","1,23",BRC1040B,Nome não encontrado
Vitamina B6,mg,"0,77","0,27",BRC1040B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC1040B,Nome não encontrado
Vitamina C,mg,"3,80","1,33",BRC1040B,Nome não encontrado
Equivalente de folato,mcg,"25,0","8,75",BRC1040B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC1040B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC1040B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC1040B,Nome não encontrado
Proteína vegetal,g,"6,90","2,42",BRC1040B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC1040B,Nome não encontrado
