componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,610,366,244,BRC0885B,Nome não encontrado
Energia,kcal,144,86,57,BRC0885B,Nome não encontrado
Umidade,g,"59,6","35,8","23,8",BRC0885B,Nome não encontrado
Carboidrato total,g,"35,1","21,1","14,1",BRC0885B,Nome não encontrado
Carboidrato disponível,g,"31,2","18,7","12,5",BRC0885B,Nome não encontrado
Proteína,g,"2,22","1,33","0,89",BRC0885B,Nome não encontrado
Lipídios,g,"0,29","0,18","0,12",BRC0885B,Nome não encontrado
Fibra alimentar,g,"3,94","2,36","1,58",BRC0885B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0885B,Nome não encontrado
Cinzas,g,"2,76","1,65","1,10",BRC0885B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0885B,Nome não encontrado
Ácidos graxos saturados,g,"0,10","0,06","0,04",BRC0885B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0885B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,05","0,03",BRC0885B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0885B,Nome não encontrado
Cálcio,mg,"39,5","23,7","15,8",BRC0885B,Nome não encontrado
Ferro,mg,"0,56","0,33","0,22",BRC0885B,Nome não encontrado
Sódio,mg,"11,6","6,95","4,63",BRC0885B,Nome não encontrado
Magnésio,mg,"32,3","19,4","12,9",BRC0885B,Nome não encontrado
Fósforo,mg,"48,7","29,2","19,5",BRC0885B,Nome não encontrado
Potássio,mg,453,272,181,BRC0885B,Nome não encontrado
Manganês,mg,"0,28","0,17","0,11",BRC0885B,Nome não encontrado
Zinco,mg,"0,28","0,17","0,11",BRC0885B,Nome não encontrado
Cobre,mg,"0,15","0,09","0,06",BRC0885B,Nome não encontrado
Selênio,mcg,"1,11","0,67","0,44",BRC0885B,Nome não encontrado
Vitamina A (RE),mcg,788,473,315,BRC0885B,Nome não encontrado
Vitamina A (RAE),mcg,394,236,157,BRC0885B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0885B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,46","0,88","0,59",BRC0885B,Nome não encontrado
Tiamina,mg,"0,06","0,04","0,02",BRC0885B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0885B,Nome não encontrado
Niacina,mg,"0,01","0,01","0,00",BRC0885B,Nome não encontrado
Vitamina B6,mg,"0,12","0,07","0,05",BRC0885B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0885B,Nome não encontrado
Vitamina C,mg,"17,6","10,5","7,03",BRC0885B,Nome não encontrado
Equivalente de folato,mcg,"15,5","9,31","6,21",BRC0885B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0885B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0885B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0885B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0885B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0885B,Nome não encontrado
