componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,790,395,BRC0083N,Nome não encontrado
Energia,kcal,189,94,BRC0083N,Nome não encontrado
Umidade,g,"37,6","18,8",BRC0083N,Nome não encontrado
Carboidrato total,g,"43,6","21,8",BRC0083N,Nome não encontrado
Carboidrato disponível,g,"42,0","21,0",BRC0083N,Nome não encontrado
Proteína,g,"6,76","3,38",BRC0083N,Nome não encontrado
Lipídios,g,"10,7","5,36",BRC0083N,Nome não encontrado
Fibra alimentar,g,"1,52","0,76",BRC0083N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0083N,Nome não encontrado
Cinzas,g,"1,37","0,69",BRC0083N,Nome não encontrado
Colesterol,mg,"90,0","45,0",BRC0083N,Nome não encontrado
Ácidos graxos saturados,g,"1,90","0,95",BRC0083N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,81","1,41",BRC0083N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,22","2,61",BRC0083N,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,03",BRC0083N,Nome não encontrado
Cálcio,mg,"15,4","7,70",BRC0083N,Nome não encontrado
Ferro,mg,"1,71","0,86",BRC0083N,Nome não encontrado
Sódio,mg,"43,1","21,6",BRC0083N,Nome não encontrado
Magnésio,mg,"11,7","5,85",BRC0083N,Nome não encontrado
Fósforo,mg,"69,3","34,7",BRC0083N,Nome não encontrado
Potássio,mg,136,"68,1",BRC0083N,Nome não encontrado
Manganês,mg,"0,11","0,06",BRC0083N,Nome não encontrado
Zinco,mg,"0,58","0,29",BRC0083N,Nome não encontrado
Cobre,mg,"0,09","0,05",BRC0083N,Nome não encontrado
Selênio,mcg,"5,10","2,55",BRC0083N,Nome não encontrado
Vitamina A (RE),mcg,225,112,BRC0083N,Nome não encontrado
Vitamina A (RAE),mcg,132,"66,0",BRC0083N,Nome não encontrado
Vitamina D,mcg,"0,48","0,24",BRC0083N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,14","0,57",BRC0083N,Nome não encontrado
Tiamina,mg,"0,80","0,40",BRC0083N,Nome não encontrado
Riboflavina,mg,"0,12","0,06",BRC0083N,Nome não encontrado
Niacina,mg,"0,32","0,16",BRC0083N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0083N,Nome não encontrado
Vitamina B12,mcg,"0,17","0,09",BRC0083N,Nome não encontrado
Vitamina C,mg,"1,02","0,51",BRC0083N,Nome não encontrado
Equivalente de folato,mcg,"71,7","35,9",BRC0083N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0083N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0083N,Nome não encontrado
Gordura de adição,g,-,-,BRC0083N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0083N,Nome não encontrado
Proteína animal,g,-,-,BRC0083N,Nome não encontrado
