componente,unidade,Valor por 100g,Colher servir cheia (70 g),Colher servir rasa (50 g),codigo_alimento,nome_alimento
Energia,kJ,452,316,226,BRC0770B,Nome não encontrado
Energia,kcal,108,75,54,BRC0770B,Nome não encontrado
Umidade,g,"77,5","54,2","38,7",BRC0770B,Nome não encontrado
Carboidrato total,g,"10,7","7,47","5,34",BRC0770B,Nome não encontrado
Carboidrato disponível,g,"10,5","7,38","5,27",BRC0770B,Nome não encontrado
Proteína,g,"4,54","3,18","2,27",BRC0770B,Nome não encontrado
Lipídios,g,"4,60","3,22","2,30",BRC0770B,Nome não encontrado
Fibra alimentar,g,"2,19","1,53","1,09",BRC0770B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0770B,Nome não encontrado
Cinzas,g,"0,64","0,45","0,32",BRC0770B,Nome não encontrado
Colesterol,mg,"50,2","35,2","25,1",BRC0770B,Nome não encontrado
Ácidos graxos saturados,g,"1,59","1,11","0,80",BRC0770B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,55","1,09","0,78",BRC0770B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,30","0,91","0,65",BRC0770B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,01",BRC0770B,Nome não encontrado
Cálcio,mg,"29,3","20,5","14,7",BRC0770B,Nome não encontrado
Ferro,mg,"1,18","0,83","0,59",BRC0770B,Nome não encontrado
Sódio,mg,101,"71,3","51,0",BRC0770B,Nome não encontrado
Magnésio,mg,"14,7","10,3","7,34",BRC0770B,Nome não encontrado
Fósforo,mg,"71,5","50,0","35,7",BRC0770B,Nome não encontrado
Potássio,mg,106,"74,3","53,1",BRC0770B,Nome não encontrado
Manganês,mg,"0,07","0,05","0,04",BRC0770B,Nome não encontrado
Zinco,mg,"0,35","0,24","0,17",BRC0770B,Nome não encontrado
Cobre,mg,"0,11","0,08","0,06",BRC0770B,Nome não encontrado
Selênio,mcg,"0,26","0,18","0,13",BRC0770B,Nome não encontrado
Vitamina A (RE),mcg,381,267,190,BRC0770B,Nome não encontrado
Vitamina A (RAE),mcg,218,153,109,BRC0770B,Nome não encontrado
Vitamina D,mcg,"0,02","0,01","0,01",BRC0770B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,25","0,87","0,62",BRC0770B,Nome não encontrado
Tiamina,mg,"0,03","0,02","0,02",BRC0770B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0770B,Nome não encontrado
Niacina,mg,"0,26","0,18","0,13",BRC0770B,Nome não encontrado
Vitamina B6,mg,"0,04","0,03","0,02",BRC0770B,Nome não encontrado
Vitamina B12,mcg,"0,34","0,24","0,17",BRC0770B,Nome não encontrado
Vitamina C,mg,"12,1","8,49","6,06",BRC0770B,Nome não encontrado
Equivalente de folato,mcg,"11,0","7,67","5,48",BRC0770B,Nome não encontrado
Sal de adição,g,"0,47","0,33","0,24",BRC0770B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0770B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0770B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0770B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0770B,Nome não encontrado
