componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1462,365,BRC0806B,Nome não encontrado
Energia,kcal,346,86,BRC0806B,Nome não encontrado
Umidade,g,"16,0","4,00",BRC0806B,Nome não encontrado
Carboidrato total,g,"73,8","18,4",BRC0806B,Nome não encontrado
Carboidrato disponível,g,"67,1","16,8",BRC0806B,Nome não encontrado
Proteína,g,"2,65","0,66",BRC0806B,Nome não encontrado
Lipídios,g,"6,01","1,50",BRC0806B,Nome não encontrado
Fibra alimentar,g,"6,65","1,66",BRC0806B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0806B,Nome não encontrado
Cinzas,g,"1,55","0,39",BRC0806B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0806B,Nome não encontrado
Ácidos graxos saturados,g,"0,61","0,15",BRC0806B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,91","0,23",BRC0806B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,28","1,07",BRC0806B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0806B,Nome não encontrado
Cálcio,mg,"71,2","17,8",BRC0806B,Nome não encontrado
Ferro,mg,"1,48","0,37",BRC0806B,Nome não encontrado
Sódio,mg,137,"34,3",BRC0806B,Nome não encontrado
Magnésio,mg,"47,4","11,9",BRC0806B,Nome não encontrado
Fósforo,mg,"74,7","18,7",BRC0806B,Nome não encontrado
Potássio,mg,439,109,BRC0806B,Nome não encontrado
Manganês,mg,"0,68","0,17",BRC0806B,Nome não encontrado
Zinco,mg,"0,54","0,14",BRC0806B,Nome não encontrado
Cobre,mg,"0,14","0,04",BRC0806B,Nome não encontrado
Selênio,mcg,"1,95","0,49",BRC0806B,Nome não encontrado
Vitamina A (RE),mcg,"0,18","0,04",BRC0806B,Nome não encontrado
Vitamina A (RAE),mcg,"1,29","0,32",BRC0806B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0806B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,14",BRC0806B,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0806B,Nome não encontrado
Riboflavina,mg,"0,02","0,00",BRC0806B,Nome não encontrado
Niacina,mg,"0,50","0,13",BRC0806B,Nome não encontrado
Vitamina B6,mg,"0,51","0,13",BRC0806B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0806B,Nome não encontrado
Vitamina C,mg,"0,60","0,15",BRC0806B,Nome não encontrado
Equivalente de folato,mcg,"30,5","7,63",BRC0806B,Nome não encontrado
Sal de adição,g,"0,47","0,12",BRC0806B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0806B,Nome não encontrado
Gordura de adição,g,-,-,BRC0806B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0806B,Nome não encontrado
Proteína animal,g,-,-,BRC0806B,Nome não encontrado
