componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,677,338,BRC0085N,Nome não encontrado
Energia,kcal,161,80,BRC0085N,Nome não encontrado
Umidade,g,"64,2","32,1",BRC0085N,Nome não encontrado
Carboidrato total,g,"26,7","13,4",BRC0085N,Nome não encontrado
Carboidrato disponível,g,"25,4","12,7",BRC0085N,Nome não encontrado
Proteína,g,"3,47","1,74",BRC0085N,Nome não encontrado
Lipídios,g,"4,59","2,30",BRC0085N,Nome não encontrado
Fibra alimentar,g,"1,36","0,68",BRC0085N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0085N,Nome não encontrado
Cinzas,g,"1,05","0,53",BRC0085N,Nome não encontrado
Colesterol,mg,"22,9","11,5",BRC0085N,Nome não encontrado
Ácidos graxos saturados,g,"2,76","1,38",BRC0085N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,18","0,59",BRC0085N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,31","0,16",BRC0085N,Nome não encontrado
Ácidos graxos trans,g,"0,17","0,09",BRC0085N,Nome não encontrado
Cálcio,mg,"60,8","30,4",BRC0085N,Nome não encontrado
Ferro,mg,"0,83","0,42",BRC0085N,Nome não encontrado
Sódio,mg,197,"98,5",BRC0085N,Nome não encontrado
Magnésio,mg,"12,4","6,20",BRC0085N,Nome não encontrado
Fósforo,mg,"65,4","32,7",BRC0085N,Nome não encontrado
Potássio,mg,139,"69,5",BRC0085N,Nome não encontrado
Manganês,mg,"0,12","0,06",BRC0085N,Nome não encontrado
Zinco,mg,"0,37","0,19",BRC0085N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0085N,Nome não encontrado
Selênio,mcg,"2,94","1,47",BRC0085N,Nome não encontrado
Vitamina A (RE),mcg,"37,8","18,9",BRC0085N,Nome não encontrado
Vitamina A (RAE),mcg,"22,1","11,0",BRC0085N,Nome não encontrado
Vitamina D,mcg,"0,05","0,03",BRC0085N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,57","0,29",BRC0085N,Nome não encontrado
Tiamina,mg,"0,07","0,04",BRC0085N,Nome não encontrado
Riboflavina,mg,"0,12","0,06",BRC0085N,Nome não encontrado
Niacina,mg,"0,69","0,35",BRC0085N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0085N,Nome não encontrado
Vitamina B12,mcg,"0,21","0,11",BRC0085N,Nome não encontrado
Vitamina C,mg,"20,7","10,4",BRC0085N,Nome não encontrado
Equivalente de folato,mcg,"55,9","28,0",BRC0085N,Nome não encontrado
Sal de adição,g,"0,36","0,18",BRC0085N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0085N,Nome não encontrado
Gordura de adição,g,-,-,BRC0085N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0085N,Nome não encontrado
Proteína animal,g,-,-,BRC0085N,Nome não encontrado
