componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,154,370,254,BRC0043C,Nome não encontrado
Energia,kcal,36,87,60,BRC0043C,Nome não encontrado
Umidade,g,"90,5",217,149,BRC0043C,Nome não encontrado
Carboidrato total,g,"8,55","20,5","14,1",BRC0043C,Nome não encontrado
Carboidrato disponível,g,"8,13","19,5","13,4",BRC0043C,Nome não encontrado
Proteína,g,"0,48","1,16","0,80",BRC0043C,Nome não encontrado
Lipídios,g,"0,12","0,30","0,20",BRC0043C,Nome não encontrado
Fibra alimentar,g,"0,42","1,01","0,70",BRC0043C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0043C,Nome não encontrado
Cinzas,g,"0,31","0,74","0,51",BRC0043C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0043C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,02",BRC0043C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,04",BRC0043C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,06","0,04",BRC0043C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0043C,Nome não encontrado
Cálcio,mg,"9,08","21,8","15,0",BRC0043C,Nome não encontrado
Ferro,mg,traços,traços,traços,BRC0043C,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0043C,Nome não encontrado
Magnésio,mg,"9,59","23,0","15,8",BRC0043C,Nome não encontrado
Fósforo,mg,"17,3","41,4","28,5",BRC0043C,Nome não encontrado
Potássio,mg,143,344,236,BRC0043C,Nome não encontrado
Manganês,mg,"0,03","0,07","0,05",BRC0043C,Nome não encontrado
Zinco,mg,traços,traços,traços,BRC0043C,Nome não encontrado
Cobre,mg,"0,02","0,05","0,03",BRC0043C,Nome não encontrado
Selênio,mcg,"0,30","0,72","0,50",BRC0043C,Nome não encontrado
Vitamina A (RE),mcg,"1,25","3,00","2,06",BRC0043C,Nome não encontrado
Vitamina A (RAE),mcg,"0,63","1,50","1,03",BRC0043C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0043C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,06","0,04",BRC0043C,Nome não encontrado
Tiamina,mg,"0,09","0,23","0,16",BRC0043C,Nome não encontrado
Riboflavina,mg,"0,03","0,07","0,05",BRC0043C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0043C,Nome não encontrado
Vitamina B6,mg,"0,03","0,07","0,05",BRC0043C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0043C,Nome não encontrado
Vitamina C,mg,"37,9","91,0","62,5",BRC0043C,Nome não encontrado
Equivalente de folato,mcg,"24,3","58,3","40,1",BRC0043C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0043C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0043C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0043C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0043C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0043C,Nome não encontrado
