componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,1621,243,BRC0066R,Nome não encontrado
Energia,kcal,381,57,BRC0066R,Nome não encontrado
Umidade,g,"4,40","0,66",BRC0066R,Nome não encontrado
Carboidrato total,g,"95,1","14,3",BRC0066R,Nome não encontrado
Carboidrato disponível,g,"94,6","14,2",BRC0066R,Nome não encontrado
Proteína,g,"0,30","0,05",BRC0066R,Nome não encontrado
Lipídios,g,"0,10","0,02",BRC0066R,Nome não encontrado
Fibra alimentar,g,"0,52","0,08",BRC0066R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0066R,Nome não encontrado
Cinzas,g,"0,10","0,02",BRC0066R,Nome não encontrado
Colesterol,mg,"0,02","0,00",BRC0066R,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,00",BRC0066R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,00",BRC0066R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,01","0,00",BRC0066R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0066R,Nome não encontrado
Cálcio,mg,"21,5","3,22",BRC0066R,Nome não encontrado
Ferro,mg,"1,70","0,25",BRC0066R,Nome não encontrado
Sódio,mg,"1,07","0,16",BRC0066R,Nome não encontrado
Magnésio,mg,"1,07","0,16",BRC0066R,Nome não encontrado
Fósforo,mg,"7,52","1,13",BRC0066R,Nome não encontrado
Potássio,mg,"11,8","1,77",BRC0066R,Nome não encontrado
Manganês,mg,,,BRC0066R,Nome não encontrado
Zinco,mg,"0,13","0,02",BRC0066R,Nome não encontrado
Cobre,mg,,,BRC0066R,Nome não encontrado
Selênio,mcg,,,BRC0066R,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0066R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0066R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0066R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0066R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0066R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0066R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0066R,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0066R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0066R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0066R,Nome não encontrado
Equivalente de folato,mcg,"4,30","0,64",BRC0066R,Nome não encontrado
Sal de adição,g,,,BRC0066R,Nome não encontrado
Açúcar de adição,g,,,BRC0066R,Nome não encontrado
Gordura de adição,g,,,BRC0066R,Nome não encontrado
Proteína vegetal,g,,,BRC0066R,Nome não encontrado
Proteína animal,g,,,BRC0066R,Nome não encontrado
