componente,unidade,Valor por 100g,Colher sopa cheia (28 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,92,25,16,BRC0001B,Nome não encontrado
Energia,kcal,22,6,3,BRC0001B,Nome não encontrado
Umidade,g,"93,2","26,1","16,8",BRC0001B,Nome não encontrado
Carboidrato total,g,"5,03","1,41","0,91",BRC0001B,Nome não encontrado
Carboidrato disponível,g,"3,01","0,84","0,54",BRC0001B,Nome não encontrado
Proteína,g,"1,05","0,29","0,19",BRC0001B,Nome não encontrado
Lipídios,g,"0,18","0,05","0,03",BRC0001B,Nome não encontrado
Fibra alimentar,g,"2,02","0,56","0,36",BRC0001B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0001B,Nome não encontrado
Cinzas,g,"0,54","0,15","0,10",BRC0001B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0001B,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,01","0,01",BRC0001B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,01","0,00",BRC0001B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,00","0,00",BRC0001B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0001B,Nome não encontrado
Cálcio,mg,"9,64","2,70","1,74",BRC0001B,Nome não encontrado
Ferro,mg,"0,22","0,06","0,04",BRC0001B,Nome não encontrado
Sódio,mg,"0,19","0,05","0,03",BRC0001B,Nome não encontrado
Magnésio,mg,"5,55","1,55","1,00",BRC0001B,Nome não encontrado
Fósforo,mg,"19,2","5,38","3,46",BRC0001B,Nome não encontrado
Potássio,mg,225,"63,3","40,7",BRC0001B,Nome não encontrado
Manganês,mg,"0,05","0,02","0,01",BRC0001B,Nome não encontrado
Zinco,mg,"0,14","0,04","0,02",BRC0001B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,01",BRC0001B,Nome não encontrado
Selênio,mcg,"1,10","0,31","0,20",BRC0001B,Nome não encontrado
Vitamina A (RE),mcg,710,198,127,BRC0001B,Nome não encontrado
Vitamina A (RAE),mcg,355,"99,5","63,9",BRC0001B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0001B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,91","0,53","0,34",BRC0001B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0001B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0001B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0001B,Nome não encontrado
Vitamina B6,mg,"0,07","0,02","0,01",BRC0001B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0001B,Nome não encontrado
Vitamina C,mg,"4,58","1,28","0,82",BRC0001B,Nome não encontrado
Equivalente de folato,mcg,"13,0","3,63","2,33",BRC0001B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0001B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0001B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0001B,Nome não encontrado
Proteína vegetal,g,"1,05","0,29","0,19",BRC0001B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0001B,Nome não encontrado
