componente,unidade,Valor por 100g,Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,1759,228,BRC0012L,Nome não encontrado
Energia,kcal,426,55,BRC0012L,Nome não encontrado
Umidade,g,"43,0","5,58",BRC0012L,Nome não encontrado
Carboidrato total,g,"8,95","1,16",BRC0012L,Nome não encontrado
Carboidrato disponível,g,"8,95","1,16",BRC0012L,Nome não encontrado
Proteína,g,"1,31","0,17",BRC0012L,Nome não encontrado
Lipídios,g,"42,8","5,57",BRC0012L,Nome não encontrado
Fibra alimentar,g,,,BRC0012L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0012L,Nome não encontrado
Cinzas,g,"3,96","0,51",BRC0012L,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0012L,Nome não encontrado
Ácidos graxos saturados,g,"5,98","0,78",BRC0012L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"11,4","1,49",BRC0012L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"21,8","2,83",BRC0012L,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,02",BRC0012L,Nome não encontrado
Cálcio,mg,"20,3","2,63",BRC0012L,Nome não encontrado
Ferro,mg,"0,41","0,05",BRC0012L,Nome não encontrado
Sódio,mg,1547,201,BRC0012L,Nome não encontrado
Magnésio,mg,"7,79","1,01",BRC0012L,Nome não encontrado
Fósforo,mg,"23,4","3,04",BRC0012L,Nome não encontrado
Potássio,mg,130,"17,0",BRC0012L,Nome não encontrado
Manganês,mg,,,BRC0012L,Nome não encontrado
Zinco,mg,"0,11","0,01",BRC0012L,Nome não encontrado
Cobre,mg,,,BRC0012L,Nome não encontrado
Selênio,mcg,,,BRC0012L,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0012L,Nome não encontrado
Vitamina A (RAE),mcg,"4,06","0,53",BRC0012L,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0012L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,44","0,58",BRC0012L,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0012L,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0012L,Nome não encontrado
Niacina,mg,"0,20","0,03",BRC0012L,Nome não encontrado
Vitamina B6,mg,"0,10","0,01",BRC0012L,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0012L,Nome não encontrado
Vitamina C,mg,"0,62","0,08",BRC0012L,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0012L,Nome não encontrado
Sal de adição,g,,,BRC0012L,Nome não encontrado
Açúcar de adição,g,,,BRC0012L,Nome não encontrado
Gordura de adição,g,,,BRC0012L,Nome não encontrado
Proteína vegetal,g,,,BRC0012L,Nome não encontrado
Proteína animal,g,,,BRC0012L,Nome não encontrado
