componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,180,432,297,BRC0256C,Nome não encontrado
Energia,kcal,42,100,69,BRC0256C,Nome não encontrado
Umidade,g,"86,0",206,141,BRC0256C,Nome não encontrado
Carboidrato total,g,"10,00","24,0","16,5",BRC0256C,Nome não encontrado
Carboidrato disponível,g,"10,00","24,0","16,5",BRC0256C,Nome não encontrado
Proteína,g,"0,14","0,34","0,23",BRC0256C,Nome não encontrado
Lipídios,g,"0,08","0,19","0,13",BRC0256C,Nome não encontrado
Fibra alimentar,g,"0,38","0,91","0,63",BRC0256C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0256C,Nome não encontrado
Cinzas,g,"0,17","0,41","0,28",BRC0256C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0256C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,02","0,02",BRC0256C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0256C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,05","0,03",BRC0256C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0256C,Nome não encontrado
Cálcio,mg,"2,03","4,87","3,35",BRC0256C,Nome não encontrado
Ferro,mg,"0,04","0,10","0,07",BRC0256C,Nome não encontrado
Sódio,mg,"4,02","9,65","6,63",BRC0256C,Nome não encontrado
Magnésio,mg,"2,67","6,41","4,41",BRC0256C,Nome não encontrado
Fósforo,mg,"4,15","9,96","6,85",BRC0256C,Nome não encontrado
Potássio,mg,"47,1",113,"77,8",BRC0256C,Nome não encontrado
Manganês,mg,"1,31","3,14","2,16",BRC0256C,Nome não encontrado
Zinco,mg,traços,traços,traços,BRC0256C,Nome não encontrado
Cobre,mg,"0,01","0,02","0,02",BRC0256C,Nome não encontrado
Selênio,mcg,"0,11","0,26","0,18",BRC0256C,Nome não encontrado
Vitamina A (RE),mcg,"7,93","19,0","13,1",BRC0256C,Nome não encontrado
Vitamina A (RAE),mcg,"3,94","9,46","6,50",BRC0256C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0256C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,10","0,07",BRC0256C,Nome não encontrado
Tiamina,mg,"0,00","0,01","0,01",BRC0256C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0256C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0256C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,02",BRC0256C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0256C,Nome não encontrado
Vitamina C,mg,"19,0","45,6","31,4",BRC0256C,Nome não encontrado
Equivalente de folato,mcg,"3,41","8,18","5,63",BRC0256C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0256C,Nome não encontrado
Açúcar de adição,g,,,,BRC0256C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0256C,Nome não encontrado
Proteína vegetal,g,"0,14","0,34","0,23",BRC0256C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0256C,Nome não encontrado
