componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (150 g),codigo_alimento,nome_alimento
Energia,kJ,545,818,BRC0198T,Nome não encontrado
Energia,kcal,131,196,BRC0198T,Nome não encontrado
Umidade,g,"70,1",105,BRC0198T,Nome não encontrado
Carboidrato total,g,"11,7","17,6",BRC0198T,Nome não encontrado
Carboidrato disponível,g,"6,62","9,92",BRC0198T,Nome não encontrado
Proteína,g,"9,55","14,3",BRC0198T,Nome não encontrado
Lipídios,g,"6,21","9,31",BRC0198T,Nome não encontrado
Fibra alimentar,g,"5,13","7,69",BRC0198T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0198T,Nome não encontrado
Cinzas,g,"2,36","3,54",BRC0198T,Nome não encontrado
Colesterol,mg,"21,9","32,8",BRC0198T,Nome não encontrado
Ácidos graxos saturados,g,"1,92","2,87",BRC0198T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,58","3,86",BRC0198T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,58","2,36",BRC0198T,Nome não encontrado
Ácidos graxos trans,g,,-,BRC0198T,Nome não encontrado
Cálcio,mg,"32,3","48,5",BRC0198T,Nome não encontrado
Ferro,mg,"1,34","2,01",BRC0198T,Nome não encontrado
Sódio,mg,456,685,BRC0198T,Nome não encontrado
Magnésio,mg,"31,7","47,6",BRC0198T,Nome não encontrado
Fósforo,mg,104,157,BRC0198T,Nome não encontrado
Potássio,mg,302,453,BRC0198T,Nome não encontrado
Manganês,mg,"0,24","0,36",BRC0198T,Nome não encontrado
Zinco,mg,"0,83","1,24",BRC0198T,Nome não encontrado
Cobre,mg,"0,15","0,23",BRC0198T,Nome não encontrado
Selênio,mcg,,-,BRC0198T,Nome não encontrado
Vitamina A (RE),mcg,,-,BRC0198T,Nome não encontrado
Vitamina A (RAE),mcg,,-,BRC0198T,Nome não encontrado
Vitamina D,mcg,,-,BRC0198T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,-,BRC0198T,Nome não encontrado
Tiamina,mg,"0,08","0,11",BRC0198T,Nome não encontrado
Riboflavina,mg,"0,03","0,05",BRC0198T,Nome não encontrado
Niacina,mg,"0,93","1,39",BRC0198T,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0198T,Nome não encontrado
Vitamina B12,mcg,,-,BRC0198T,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0198T,Nome não encontrado
Equivalente de folato,mcg,,-,BRC0198T,Nome não encontrado
Sal de adição,g,"0,45","0,68",BRC0198T,Nome não encontrado
Açúcar de adição,g,,-,BRC0198T,Nome não encontrado
Gordura de adição,g,-,-,BRC0198T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0198T,Nome não encontrado
Proteína animal,g,-,-,BRC0198T,Nome não encontrado
