componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1663,266,BRC0086R,Nome não encontrado
Energia,kcal,392,62,BRC0086R,Nome não encontrado
Umidade,g,"0,14","0,02",BRC0086R,Nome não encontrado
Carboidrato total,g,"93,6","15,0",BRC0086R,Nome não encontrado
Carboidrato disponível,g,"92,7","14,8",BRC0086R,Nome não encontrado
Proteína,g,"0,00","0,00",BRC0086R,Nome não encontrado
Lipídios,g,"2,18","0,35",BRC0086R,Nome não encontrado
Fibra alimentar,g,"0,84","0,13",BRC0086R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0086R,Nome não encontrado
Cinzas,g,"4,13","0,66",BRC0086R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0086R,Nome não encontrado
Ácidos graxos saturados,g,"2,18","0,35",BRC0086R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0086R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0086R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0086R,Nome não encontrado
Cálcio,mg,"8,30","1,33",BRC0086R,Nome não encontrado
Ferro,mg,"0,59","0,09",BRC0086R,Nome não encontrado
Sódio,mg,707,113,BRC0086R,Nome não encontrado
Magnésio,mg,"15,6","2,49",BRC0086R,Nome não encontrado
Fósforo,mg,"36,3","5,81",BRC0086R,Nome não encontrado
Potássio,mg,137,"22,1",BRC0086R,Nome não encontrado
Manganês,mg,,,BRC0086R,Nome não encontrado
Zinco,mg,"0,36","0,06",BRC0086R,Nome não encontrado
Cobre,mg,,,BRC0086R,Nome não encontrado
Selênio,mcg,,,BRC0086R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0086R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0086R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0086R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0086R,Nome não encontrado
Tiamina,mg,"0,01","0,00",BRC0086R,Nome não encontrado
Riboflavina,mg,"0,03","0,00",BRC0086R,Nome não encontrado
Niacina,mg,"0,11","0,02",BRC0086R,Nome não encontrado
Vitamina B6,mg,"0,05","0,01",BRC0086R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0086R,Nome não encontrado
Vitamina C,mg,"0,31","0,05",BRC0086R,Nome não encontrado
Equivalente de folato,mcg,"2,07","0,33",BRC0086R,Nome não encontrado
Sal de adição,g,,,BRC0086R,Nome não encontrado
Açúcar de adição,g,,,BRC0086R,Nome não encontrado
Gordura de adição,g,,,BRC0086R,Nome não encontrado
Proteína vegetal,g,,,BRC0086R,Nome não encontrado
Proteína animal,g,,,BRC0086R,Nome não encontrado
