componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,212,BRC1068B,Nome não encontrado
Energia,kcal,51,BRC1068B,Nome não encontrado
Umidade,g,"89,1",BRC1068B,Nome não encontrado
Carboidrato total,g,"5,96",BRC1068B,Nome não encontrado
Carboidrato disponível,g,"4,05",BRC1068B,Nome não encontrado
Proteína,g,"1,44",BRC1068B,Nome não encontrado
Lipídios,g,"2,80",BRC1068B,Nome não encontrado
Fibra alimentar,g,"1,91",BRC1068B,Nome não encontrado
Álcool,g,"0,00",BRC1068B,Nome não encontrado
Cinzas,g,"0,85",BRC1068B,Nome não encontrado
Colesterol,mg,"0,00",BRC1068B,Nome não encontrado
Ácidos graxos saturados,g,"0,51",BRC1068B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,97",BRC1068B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,35",BRC1068B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1068B,Nome não encontrado
Cálcio,mg,"23,0",BRC1068B,Nome não encontrado
Ferro,mg,"0,44",BRC1068B,Nome não encontrado
Sódio,mg,"2,09",BRC1068B,Nome não encontrado
Magnésio,mg,"11,9",BRC1068B,Nome não encontrado
Fósforo,mg,"32,9",BRC1068B,Nome não encontrado
Potássio,mg,229,BRC1068B,Nome não encontrado
Manganês,mg,"0,22",BRC1068B,Nome não encontrado
Zinco,mg,"0,22",BRC1068B,Nome não encontrado
Cobre,mg,"0,04",BRC1068B,Nome não encontrado
Selênio,mcg,"0,11",BRC1068B,Nome não encontrado
Vitamina A (RE),mcg,145,BRC1068B,Nome não encontrado
Vitamina A (RAE),mcg,"73,0",BRC1068B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1068B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,58",BRC1068B,Nome não encontrado
Tiamina,mg,"0,07",BRC1068B,Nome não encontrado
Riboflavina,mg,"0,04",BRC1068B,Nome não encontrado
Niacina,mg,"0,37",BRC1068B,Nome não encontrado
Vitamina B6,mg,"0,10",BRC1068B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1068B,Nome não encontrado
Vitamina C,mg,"10,2",BRC1068B,Nome não encontrado
Equivalente de folato,mcg,"22,3",BRC1068B,Nome não encontrado
Sal de adição,g,"0,00",BRC1068B,Nome não encontrado
Açúcar de adição,g,"0,32",BRC1068B,Nome não encontrado
Gordura de adição,g,-,BRC1068B,Nome não encontrado
Proteína vegetal,g,-,BRC1068B,Nome não encontrado
Proteína animal,g,-,BRC1068B,Nome não encontrado
