componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,398,398,BRC0645A,Nome não encontrado
Energia,kcal,95,94,BRC0645A,Nome não encontrado
Umidade,g,"77,6","77,6",BRC0645A,Nome não encontrado
Carboidrato total,g,"13,7","13,7",BRC0645A,Nome não encontrado
Carboidrato disponível,g,"11,8","11,8",BRC0645A,Nome não encontrado
Proteína,g,"4,07","4,07",BRC0645A,Nome não encontrado
Lipídios,g,"3,07","3,07",BRC0645A,Nome não encontrado
Fibra alimentar,g,"1,87","1,87",BRC0645A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0645A,Nome não encontrado
Cinzas,g,"1,62","1,62",BRC0645A,Nome não encontrado
Colesterol,mg,"19,8","19,8",BRC0645A,Nome não encontrado
Ácidos graxos saturados,g,"0,60","0,60",BRC0645A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,87","0,87",BRC0645A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,42","1,42",BRC0645A,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0645A,Nome não encontrado
Cálcio,mg,"16,0","16,0",BRC0645A,Nome não encontrado
Ferro,mg,"0,93","0,93",BRC0645A,Nome não encontrado
Sódio,mg,433,433,BRC0645A,Nome não encontrado
Magnésio,mg,"12,4","12,4",BRC0645A,Nome não encontrado
Fósforo,mg,"64,2","64,2",BRC0645A,Nome não encontrado
Potássio,mg,176,176,BRC0645A,Nome não encontrado
Manganês,mg,"0,12","0,12",BRC0645A,Nome não encontrado
Zinco,mg,"0,33","0,33",BRC0645A,Nome não encontrado
Cobre,mg,"0,10","0,10",BRC0645A,Nome não encontrado
Selênio,mcg,"4,56","4,56",BRC0645A,Nome não encontrado
Vitamina A (RE),mcg,"70,2","70,2",BRC0645A,Nome não encontrado
Vitamina A (RAE),mcg,"37,1","37,1",BRC0645A,Nome não encontrado
Vitamina D,mcg,"0,03","0,03",BRC0645A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,70","0,70",BRC0645A,Nome não encontrado
Tiamina,mg,"0,07","0,07",BRC0645A,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0645A,Nome não encontrado
Niacina,mg,"1,19","1,19",BRC0645A,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC0645A,Nome não encontrado
Vitamina B12,mcg,"0,10","0,10",BRC0645A,Nome não encontrado
Vitamina C,mg,"11,1","11,1",BRC0645A,Nome não encontrado
Equivalente de folato,mcg,"37,8","37,8",BRC0645A,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0645A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0645A,Nome não encontrado
Gordura de adição,g,-,-,BRC0645A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0645A,Nome não encontrado
Proteína animal,g,-,-,BRC0645A,Nome não encontrado
