componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,263,632,434,BRC0116C,Nome não encontrado
Energia,kcal,62,149,102,BRC0116C,Nome não encontrado
Umidade,g,"83,9",201,138,BRC0116C,Nome não encontrado
Carboidrato total,g,"14,9","35,8","24,6",BRC0116C,Nome não encontrado
Carboidrato disponível,g,"14,1","33,8","23,2",BRC0116C,Nome não encontrado
Proteína,g,"0,59","1,41","0,97",BRC0116C,Nome não encontrado
Lipídios,g,"0,19","0,47","0,32",BRC0116C,Nome não encontrado
Fibra alimentar,g,"0,85","2,04","1,40",BRC0116C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0116C,Nome não encontrado
Cinzas,g,"0,42","1,01","0,69",BRC0116C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0116C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,06","0,04",BRC0116C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,04","0,02",BRC0116C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,17","0,11",BRC0116C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0116C,Nome não encontrado
Cálcio,mg,"7,74","18,6","12,8",BRC0116C,Nome não encontrado
Ferro,mg,"0,29","0,69","0,48",BRC0116C,Nome não encontrado
Sódio,mg,"9,16","22,0","15,1",BRC0116C,Nome não encontrado
Magnésio,mg,"7,82","18,8","12,9",BRC0116C,Nome não encontrado
Fósforo,mg,"8,87","21,3","14,6",BRC0116C,Nome não encontrado
Potássio,mg,143,345,237,BRC0116C,Nome não encontrado
Manganês,mg,"0,50","1,19","0,82",BRC0116C,Nome não encontrado
Zinco,mg,"0,10","0,24","0,17",BRC0116C,Nome não encontrado
Cobre,mg,"0,06","0,14","0,10",BRC0116C,Nome não encontrado
Selênio,mcg,"0,34","0,82","0,57",BRC0116C,Nome não encontrado
Vitamina A (RE),mcg,"21,5","51,7","35,5",BRC0116C,Nome não encontrado
Vitamina A (RAE),mcg,"10,8","25,8","17,8",BRC0116C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0116C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,05","0,13","0,09",BRC0116C,Nome não encontrado
Tiamina,mg,"0,05","0,12","0,09",BRC0116C,Nome não encontrado
Riboflavina,mg,"0,02","0,05","0,03",BRC0116C,Nome não encontrado
Niacina,mg,"0,37","0,89","0,61",BRC0116C,Nome não encontrado
Vitamina B6,mg,"0,02","0,04","0,02",BRC0116C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0116C,Nome não encontrado
Vitamina C,mg,"15,5","37,2","25,6",BRC0116C,Nome não encontrado
Equivalente de folato,mcg,"7,76","18,6","12,8",BRC0116C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0116C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0116C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0116C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0116C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0116C,Nome não encontrado
